CODIGO;NOMBRE;DEPARTAMENTO;MUNICIPIO;POBLACION
19821000;TORIBIO - TORIBIO - CAUCA;Cauca;TORIBIO;TORIBIO
19821001;TORIBIO - LA CRUZ - CAUCA;Cauca;TORIBIO;La Cruz
19821002;TORIBIO - LA DESPENSA - CAUCA;Cauca;TORIBIO;La Despensa
19821003;TORIBIO - LOPEZ - CAUCA;Cauca;TORIBIO;Lopez
19821004;TORIBIO - NATALA - CAUCA;Cauca;TORIBIO;Natala
19821005;TORIBIO - SAN FRANCISCO - CAUCA;Cauca;TORIBIO;San Francisco
19821006;TORIBIO - SANTO DOMINGO - CAUCA;Cauca;TORIBIO;Santo Domingo
19821007;TORIBIO - TACUEYO - CAUCA;Cauca;TORIBIO;Tacueyo
19821008;TORIBIO - EL TABLAZO - CAUCA;Cauca;TORIBIO;El Tablazo
19824000;TOTORO - TOTORO - CAUCA;Cauca;TOTORO;TOTORO
19824001;TOTORO - EL HATICO - CAUCA;Cauca;TOTORO;El Hatico
19824002;TOTORO - GABRIEL LOPEZ - CAUCA;Cauca;TOTORO;Gabriel Lopez
19824003;TOTORO - NOVIRAO - CAUCA;Cauca;TOTORO;Novirao
19824004;TOTORO - PANIQUITA - CAUCA;Cauca;TOTORO;Paniquita
19824005;TOTORO - POLINDARA - CAUCA;Cauca;TOTORO;Polindara
19824006;TOTORO - PORTACHUELO - CAUCA;Cauca;TOTORO;Portachuelo
19824007;TOTORO - JEBALA - CAUCA;Cauca;TOTORO;Jebala
19824008;TOTORO - BUENAVISTA - CAUCA;Cauca;TOTORO;Buenavista
19845000;VILLA RICA - VILLA RICA - CAUCA;Cauca;VILLA RICA;VILLA RICA
19845003;VILLA RICA - CHALO - CAUCA;Cauca;VILLA RICA;Chalo
19845004;VILLA RICA - GALLINAZA - CAUCA;Cauca;VILLA RICA;Gallinaza
19845005;VILLA RICA - JUAN IGNACIO - CAUCA;Cauca;VILLA RICA;Juan Ignacio
19845006;VILLA RICA - PRIMAVERA - CAUCA;Cauca;VILLA RICA;Primavera
20000000;-  - CESAR;Cesar;null;null
20001000;VALLEDUPAR - VALLEDUPAR - CESAR;Cesar;VALLEDUPAR;VALLEDUPAR
20001001;VALLEDUPAR - AGUAS BLANCAS - CESAR;Cesar;VALLEDUPAR;Aguas Blancas
20001002;VALLEDUPAR - ATANQUEZ - CESAR;Cesar;VALLEDUPAR;Atanquez
20001003;VALLEDUPAR - BADILLO - CESAR;Cesar;VALLEDUPAR;Badillo
20001005;VALLEDUPAR - CARACOLI - CESAR;Cesar;VALLEDUPAR;Caracoli
20001006;VALLEDUPAR - CHEMESQUEMENA - CESAR;Cesar;VALLEDUPAR;Chemesquemena
20001007;VALLEDUPAR - GUATAPURI - CESAR;Cesar;VALLEDUPAR;Guatapuri
20001009;VALLEDUPAR - GUACOCHE - CESAR;Cesar;VALLEDUPAR;Guacoche
20001010;VALLEDUPAR - GUAIMARAL - CESAR;Cesar;VALLEDUPAR;Guaimaral
20001012;VALLEDUPAR - LOS VENADOS - CESAR;Cesar;VALLEDUPAR;Los Venados
20001013;VALLEDUPAR - MARIANGOLA - CESAR;Cesar;VALLEDUPAR;Mariangola
20001014;VALLEDUPAR - PATILLAL - CESAR;Cesar;VALLEDUPAR;Patillal
20001018;VALLEDUPAR - VALENCIA JESUS - CESAR;Cesar;VALLEDUPAR;Valencia Jesus
20001019;VALLEDUPAR - CAMPERUCHO - CESAR;Cesar;VALLEDUPAR;Camperucho
20001020;VALLEDUPAR - EL PERRO - CESAR;Cesar;VALLEDUPAR;El Perro
20001022;VALLEDUPAR - GUACOCHITO - CESAR;Cesar;VALLEDUPAR;Guacochito
20001023;VALLEDUPAR - GUATAPURI - CESAR;Cesar;VALLEDUPAR;Guatapuri
20001024;VALLEDUPAR - LOS CALABAZOS - CESAR;Cesar;VALLEDUPAR;Los Calabazos
20001025;VALLEDUPAR - LOS CORAZONES - CESAR;Cesar;VALLEDUPAR;Los Corazones
20001026;VALLEDUPAR - LOS HATICOS - CESAR;Cesar;VALLEDUPAR;Los Haticos
20001027;VALLEDUPAR - LA MESA - CESAR;Cesar;VALLEDUPAR;La Mesa
20001028;VALLEDUPAR - LAS RAICES - CESAR;Cesar;VALLEDUPAR;Las Raices
20001029;VALLEDUPAR - POTRERITO - CESAR;Cesar;VALLEDUPAR;Potrerito
20001030;VALLEDUPAR - RANCHO LA GOYA - CESAR;Cesar;VALLEDUPAR;Rancho La Goya
20001031;VALLEDUPAR - RIO SECO - CESAR;Cesar;VALLEDUPAR;Rio Seco
20001032;VALLEDUPAR - VEGA ARRIBA - CESAR;Cesar;VALLEDUPAR;Vega Arriba
20001033;VALLEDUPAR - VERACRUZ - CESAR;Cesar;VALLEDUPAR;Veracruz
20001034;VALLEDUPAR - VILLA GERMANIA - CESAR;Cesar;VALLEDUPAR;Villa Germania
20001035;VALLEDUPAR - LAS MINAS - CESAR;Cesar;VALLEDUPAR;Las Minas
20001036;VALLEDUPAR - EL JAVO - CESAR;Cesar;VALLEDUPAR;El Javo
20001037;VALLEDUPAR - ALTO DE LA VUELTA - CESAR;Cesar;VALLEDUPAR;Alto de La Vuelta
20001038;VALLEDUPAR - HATICOS II - CESAR;Cesar;VALLEDUPAR;Haticos II
20001039;VALLEDUPAR - SAN MARTIN - CESAR;Cesar;VALLEDUPAR;San Martin
20011000;AGUACHICA - AGUACHICA - CESAR;Cesar;AGUACHICA;AGUACHICA
20011001;AGUACHICA - BARRANCA DE LEBRIJA - CESAR;Cesar;AGUACHICA;Barranca de Lebrija
20011002;AGUACHICA - BOQUERON - CESAR;Cesar;AGUACHICA;Boqueron
20011003;AGUACHICA - CERRO REDONDO - CESAR;Cesar;AGUACHICA;Cerro Redondo
20011005;AGUACHICA - LA YEGUERA - CESAR;Cesar;AGUACHICA;La Yeguera
20011006;AGUACHICA - LOMA DE CORREDOR - CESAR;Cesar;AGUACHICA;Loma de Corredor
20011007;AGUACHICA - LUCAICAL - CESAR;Cesar;AGUACHICA;Lucaical
20011008;AGUACHICA - MUCURAS - CESAR;Cesar;AGUACHICA;Mucuras
20011009;AGUACHICA - PUERTO PATINO - CESAR;Cesar;AGUACHICA;Puerto Patino
20011010;AGUACHICA - BUTURAMA - CESAR;Cesar;AGUACHICA;Buturama
20011011;AGUACHICA - NOREAN - CESAR;Cesar;AGUACHICA;Norean
20011012;AGUACHICA - SANTA LUCIA - CESAR;Cesar;AGUACHICA;Santa Lucia
20011014;AGUACHICA - VILLA DE SAN ANDRES - CESAR;Cesar;AGUACHICA;Villa de San Andres
20011015;AGUACHICA - CERRO BRAVO - CESAR;Cesar;AGUACHICA;Cerro Bravo
20011016;AGUACHICA - ADJUNTAS - CESAR;Cesar;AGUACHICA;Adjuntas
20011017;AGUACHICA - PITA LIMON - CESAR;Cesar;AGUACHICA;Pita Limon
20011018;AGUACHICA - CAMPO AMALIA - CESAR;Cesar;AGUACHICA;Campo Amalia
20011019;AGUACHICA - SANTA BARBARA - CESAR;Cesar;AGUACHICA;Santa Barbara
20011020;AGUACHICA - LA MORENA - CESAR;Cesar;AGUACHICA;La Morena
20011021;AGUACHICA - VILLA NUEVA - CESAR;Cesar;AGUACHICA;Villa Nueva
20011024;AGUACHICA - TORCOROMA - CESAR;Cesar;AGUACHICA;Torcoroma
20013000;AGUSTIN CODAZZI - AGUSTIN CODAZZI - CESAR;Cesar;AGUSTIN CODAZZI;AGUSTIN CODAZZI
20013001;AGUSTIN CODAZZI - SAN JACINTO - CESAR;Cesar;AGUSTIN CODAZZI;San Jacinto
20013002;AGUSTIN CODAZZI - CASACARA - CESAR;Cesar;AGUSTIN CODAZZI;Casacara
20013003;AGUSTIN CODAZZI - LLERASCA - CESAR;Cesar;AGUSTIN CODAZZI;Llerasca
20013004;AGUSTIN CODAZZI - SICARARE - CESAR;Cesar;AGUSTIN CODAZZI;Sicarare
20013006;AGUSTIN CODAZZI - PUNTA ARRECHA - CESAR;Cesar;AGUSTIN CODAZZI;Punta Arrecha
20032000;ASTREA - ASTREA - CESAR;Cesar;ASTREA;ASTREA
20032001;ASTREA - ARJONA - CESAR;Cesar;ASTREA;Arjona
20032003;ASTREA - EL YUCAL - CESAR;Cesar;ASTREA;El Yucal
20032005;ASTREA - SANTA CECILIA - CESAR;Cesar;ASTREA;Santa Cecilia
20032006;ASTREA - EL HEBRON - CESAR;Cesar;ASTREA;El Hebron
20045000;BECERRIL - BECERRIL - CESAR;Cesar;BECERRIL;BECERRIL
20045001;BECERRIL - ESTADOS UNIDOS - CESAR;Cesar;BECERRIL;Estados Unidos
20045002;BECERRIL - TAMAQUITO - CESAR;Cesar;BECERRIL;Tamaquito
20060000;BOSCONIA - BOSCONIA - CESAR;Cesar;BOSCONIA;BOSCONIA
20060001;BOSCONIA - LAS PAVAS - CESAR;Cesar;BOSCONIA;Las Pavas
20060002;BOSCONIA - BOCAS DE TIGRE - CESAR;Cesar;BOSCONIA;Bocas de Tigre
20060003;BOSCONIA - LAS MARGARITAS - CESAR;Cesar;BOSCONIA;Las Margaritas
20060004;BOSCONIA - LOMA COLORADA - CESAR;Cesar;BOSCONIA;Loma Colorada
20175000;CHIMICHAGUA - CHIMICHAGUA - CESAR;Cesar;CHIMICHAGUA;CHIMICHAGUA
20175004;CHIMICHAGUA - CANDELARIA - CESAR;Cesar;CHIMICHAGUA;Candelaria
20175005;CHIMICHAGUA - EL GUAMO - CESAR;Cesar;CHIMICHAGUA;El Guamo
20175006;CHIMICHAGUA - EL HEBRON - CESAR;Cesar;CHIMICHAGUA;El Hebron
20175008;CHIMICHAGUA - LAS FLORES - CESAR;Cesar;CHIMICHAGUA;Las Flores
20175009;CHIMICHAGUA - LAS VEGAS - CESAR;Cesar;CHIMICHAGUA;Las Vegas
20175010;CHIMICHAGUA - MANDIGUILLA - CESAR;Cesar;CHIMICHAGUA;Mandiguilla
20175011;CHIMICHAGUA - SALOA - CESAR;Cesar;CHIMICHAGUA;Saloa
20175013;CHIMICHAGUA - SEMPEGUA - CESAR;Cesar;CHIMICHAGUA;Sempegua
20175014;CHIMICHAGUA - SOLEDAD - CESAR;Cesar;CHIMICHAGUA;Soledad
20175015;CHIMICHAGUA - TODOS LOS SANTOS - CESAR;Cesar;CHIMICHAGUA;Todos los Santos
20175016;CHIMICHAGUA - LA MATA - CESAR;Cesar;CHIMICHAGUA;La Mata
20175017;CHIMICHAGUA - EL CANAL - CESAR;Cesar;CHIMICHAGUA;El Canal
20175018;CHIMICHAGUA - SANTO DOMINGO - CESAR;Cesar;CHIMICHAGUA;Santo Domingo
20175019;CHIMICHAGUA - TRONCONAL - CESAR;Cesar;CHIMICHAGUA;Tronconal
20175020;CHIMICHAGUA - PLATA PERDIDA - CESAR;Cesar;CHIMICHAGUA;Plata Perdida
20175021;CHIMICHAGUA - JUAN MARCOS - CESAR;Cesar;CHIMICHAGUA;Juan Marcos
20175022;CHIMICHAGUA - HIGO AMARILLO - CESAR;Cesar;CHIMICHAGUA;Higo Amarillo
20178000;CHIRIGUANA - CHIRIGUANA - CESAR;Cesar;CHIRIGUANA;CHIRIGUANA
20178006;CHIRIGUANA - POPONTE - CESAR;Cesar;CHIRIGUANA;Poponte
20178008;CHIRIGUANA - RINCON HONDO - CESAR;Cesar;CHIRIGUANA;Rincon Hondo
20178011;CHIRIGUANA - EL CARMEN - CESAR;Cesar;CHIRIGUANA;El Carmen
20178012;CHIRIGUANA - ESTACION EL PASO - CESAR;Cesar;CHIRIGUANA;Estacion El Paso
20178013;CHIRIGUANA - BAUTISTA - CESAR;Cesar;CHIRIGUANA;Bautista
20178014;CHIRIGUANA - LA AURORA - CESAR;Cesar;CHIRIGUANA;La Aurora
20178015;CHIRIGUANA - ESTACION CHIRIGUANA - CESAR;Cesar;CHIRIGUANA;Estacion Chiriguana
20178016;CHIRIGUANA - LA SIERRA - CESAR;Cesar;CHIRIGUANA;La Sierra
20178017;CHIRIGUANA - AGUA FRIA - CESAR;Cesar;CHIRIGUANA;Agua Fria
20178018;CHIRIGUANA - EL CRUCE - CESAR;Cesar;CHIRIGUANA;El Cruce
20178019;CHIRIGUANA - ARENAS BLANCAS - CESAR;Cesar;CHIRIGUANA;Arenas Blancas
20228000;CURUMANI - CURUMANI - CESAR;Cesar;CURUMANI;CURUMANI
20228001;CURUMANI - SABANAGRANDE - CESAR;Cesar;CURUMANI;Sabanagrande
20228002;CURUMANI - SAN ROQUE - CESAR;Cesar;CURUMANI;San Roque
20228003;CURUMANI - SAN SEBASTIAN - CESAR;Cesar;CURUMANI;San Sebastian
20228004;CURUMANI - SANTA ISABEL - CESAR;Cesar;CURUMANI;Santa Isabel
20228005;CURUMANI - CHAMPAN - CESAR;Cesar;CURUMANI;Champan
20228006;CURUMANI - ALGARROBO - CESAR;Cesar;CURUMANI;Algarrobo
20228007;CURUMANI - GUAIMARAL - CESAR;Cesar;CURUMANI;Guaimaral
20228008;CURUMANI - BARRIO ACOSTA - CESAR;Cesar;CURUMANI;Barrio Acosta
20228009;CURUMANI - HOJANCHA - CESAR;Cesar;CURUMANI;Hojancha
20228010;CURUMANI - LAS VEGAS - CESAR;Cesar;CURUMANI;Las Vegas
20228011;CURUMANI - EL MAMEY LA SERENA - CESAR;Cesar;CURUMANI;El Mamey La Serena
20238000;EL COPEY - EL COPEY - CESAR;Cesar;EL COPEY;EL COPEY
20238002;EL COPEY - CARACOLICITO - CESAR;Cesar;EL COPEY;Caracolicito
20238003;EL COPEY - CHIMILA - CESAR;Cesar;EL COPEY;Chimila
20238004;EL COPEY - SAN FRANCISCO DE ASIS - CESAR;Cesar;EL COPEY;San Francisco de Asis
20250000;EL PASO - EL PASO - CESAR;Cesar;EL PASO;EL PASO
20250001;EL PASO - EL VALLITO - CESAR;Cesar;EL PASO;El Vallito
20250002;EL PASO - LA LOMA - CESAR;Cesar;EL PASO;La Loma
20250003;EL PASO - POTRERILLO - CESAR;Cesar;EL PASO;Potrerillo
20250004;EL PASO - CUATRO VIENTOS - CESAR;Cesar;EL PASO;Cuatro Vientos
20250005;EL PASO - PUEBLO REGADO - CESAR;Cesar;EL PASO;Pueblo Regado
20250006;EL PASO - EL CARMEN - CESAR;Cesar;EL PASO;El Carmen
20295000;GAMARRA - GAMARRA - CESAR;Cesar;GAMARRA;GAMARRA
20295001;GAMARRA - ESTACION - CESAR;Cesar;GAMARRA;Estacion
20295002;GAMARRA - EL CONTENTO - CESAR;Cesar;GAMARRA;El Contento
20295004;GAMARRA - PALENQUILLO - CESAR;Cesar;GAMARRA;Palenquillo
20295005;GAMARRA - PUERTO MOSQUITO - CESAR;Cesar;GAMARRA;Puerto Mosquito
20295006;GAMARRA - PUERTO VIEJO - CESAR;Cesar;GAMARRA;Puerto Viejo
20295007;GAMARRA - CASCAJAL - CESAR;Cesar;GAMARRA;Cascajal
20310000;GONZALEZ - GONZALEZ - CESAR;Cesar;GONZALEZ;GONZALEZ
20310001;GONZALEZ - BUJARAVITA - CESAR;Cesar;GONZALEZ;Bujaravita
20310002;GONZALEZ - BURBURA - CESAR;Cesar;GONZALEZ;Burbura
20310003;GONZALEZ - CULEBRITA - CESAR;Cesar;GONZALEZ;Culebrita
20310004;GONZALEZ - EL POTRERO - CESAR;Cesar;GONZALEZ;El Potrero
20310006;GONZALEZ - MONTERA - CESAR;Cesar;GONZALEZ;Montera
20310007;GONZALEZ - SAN ISIDRO - CESAR;Cesar;GONZALEZ;San Isidro
20310008;GONZALEZ - BIJAGUAL - CESAR;Cesar;GONZALEZ;Bijagual
20310009;GONZALEZ - MATA DE FIQUE - CESAR;Cesar;GONZALEZ;Mata de Fique
20383000;LA GLORIA - LA GLORIA - CESAR;Cesar;LA GLORIA;LA GLORIA
20383001;LA GLORIA - AYACUCHO - CESAR;Cesar;LA GLORIA;Ayacucho
20383002;LA GLORIA - CAROLINA - CESAR;Cesar;LA GLORIA;Carolina
20383003;LA GLORIA - MOLINA - CESAR;Cesar;LA GLORIA;Molina
20383004;LA GLORIA - SAN PABLO - CESAR;Cesar;LA GLORIA;San Pablo
20383005;LA GLORIA - SIMANA - CESAR;Cesar;LA GLORIA;Simana
20383006;LA GLORIA - BESOTE - CESAR;Cesar;LA GLORIA;Besote
20383007;LA GLORIA - BUBETA - CESAR;Cesar;LA GLORIA;Bubeta
20383009;LA GLORIA - EL CRUCE - CESAR;Cesar;LA GLORIA;El Cruce
20383010;LA GLORIA - LA MATA - CESAR;Cesar;LA GLORIA;La Mata
20383011;LA GLORIA - ESTACION FERROCARRIL - CESAR;Cesar;LA GLORIA;Estacion Ferrocarril
20400000;LA JAGUA DE IBIRICO - LA JAGUA DE IBIRICO - CESAR;Cesar;LA JAGUA DE IBIRICO;LA JAGUA DE IBIRICO
20400001;LA JAGUA DE IBIRICO - LAS PALMITAS - CESAR;Cesar;LA JAGUA DE IBIRICO;Las Palmitas
20400002;LA JAGUA DE IBIRICO - LA VICTORIA DE SAN ISIDRO - CESAR;Cesar;LA JAGUA DE IBIRICO;La Victoria de San Isidro
20400003;LA JAGUA DE IBIRICO - BOQUERON - CESAR;Cesar;LA JAGUA DE IBIRICO;Boqueron
20443000;MANAURE - BALCON DEL CESAR - CESAR;Cesar;MANAURE;BALCON DEL CESAR
20517000;PAILITAS - PAILITAS - CESAR;Cesar;PAILITAS;PAILITAS
20517001;PAILITAS - FLORESTA - CESAR;Cesar;PAILITAS;Floresta
20517002;PAILITAS - RIVERA - CESAR;Cesar;PAILITAS;Rivera
20517003;PAILITAS - RAYITA - CESAR;Cesar;PAILITAS;Rayita
20517004;PAILITAS - PALESTINA - CESAR;Cesar;PAILITAS;Palestina
20517005;PAILITAS - LOS LLANOS - CESAR;Cesar;PAILITAS;Los Llanos
20517006;PAILITAS - EL BURRO - CESAR;Cesar;PAILITAS;El Burro
20550000;PELAYA - PELAYA - CESAR;Cesar;PELAYA;PELAYA
20550001;PELAYA - COSTILLA - CESAR;Cesar;PELAYA;Costilla
20550003;PELAYA - EL CRUCE - CESAR;Cesar;PELAYA;El Cruce
20550004;PELAYA - EL EDEN - CESAR;Cesar;PELAYA;El Eden
20550005;PELAYA - EL TANQUE - CESAR;Cesar;PELAYA;El Tanque
20550007;PELAYA - GUITARRILLA - CESAR;Cesar;PELAYA;Guitarrilla
20550008;PELAYA - LAS DUMAS - CESAR;Cesar;PELAYA;Las Dumas
20550009;PELAYA - LA PASCUALA - CESAR;Cesar;PELAYA;La Pascuala
20550010;PELAYA - SANTANA (LA LOMA) - CESAR;Cesar;PELAYA;Santana (La Loma)
20550011;PELAYA - EL SENDERITO - CESAR;Cesar;PELAYA;El Senderito
20550012;PELAYA - SAN BERNARDO - CESAR;Cesar;PELAYA;San Bernardo
20570000;PUEBLO BELLO - PUEBLO BELLO - CESAR;Cesar;PUEBLO BELLO;PUEBLO BELLO
20570001;PUEBLO BELLO - LA CAJA - CESAR;Cesar;PUEBLO BELLO;La Caja
20570002;PUEBLO BELLO - LAS MINAS DE IRACAL - CESAR;Cesar;PUEBLO BELLO;Las Minas de Iracal
20570003;PUEBLO BELLO - PALMARITO (NUEVO COLON) - CESAR;Cesar;PUEBLO BELLO;Palmarito (Nuevo Colon)
20570004;PUEBLO BELLO - NABUSIMAKE (SAN SEBASTIAN) - CESAR;Cesar;PUEBLO BELLO;Nabusimake (San Sebastian)
20614000;RIO DE ORO - RIO DE ORO - CESAR;Cesar;RIO DE ORO;RIO DE ORO
20614001;RIO DE ORO - MARQUEZ - CESAR;Cesar;RIO DE ORO;Marquez
20614002;RIO DE ORO - EL HOBO - CESAR;Cesar;RIO DE ORO;El Hobo
20614003;RIO DE ORO - EL SALOBRE - CESAR;Cesar;RIO DE ORO;El Salobre
20614004;RIO DE ORO - LOS ANGELES - CESAR;Cesar;RIO DE ORO;Los Angeles
20614006;RIO DE ORO - MONTECITOS - CESAR;Cesar;RIO DE ORO;Montecitos
20614010;RIO DE ORO - PUERTO NUEVO - CESAR;Cesar;RIO DE ORO;Puerto Nuevo
20614011;RIO DE ORO - SAN JOSE - CESAR;Cesar;RIO DE ORO;San Jose
20614012;RIO DE ORO - MORRINSON (B. MILITAR) - CESAR;Cesar;RIO DE ORO;Morrinson (B. Militar)
20614013;RIO DE ORO - HONDURAS - CESAR;Cesar;RIO DE ORO;Honduras
20621000;LA PAZ - ROBLES - CESAR;Cesar;LA PAZ;ROBLES
20621001;LA PAZ - LOS ENCANTOS - CESAR;Cesar;LA PAZ;Los Encantos
20621006;LA PAZ - SAN JOSE DEL ORIENTE - CESAR;Cesar;LA PAZ;San Jose del Oriente
20621011;LA PAZ - VARAS BLANCAS - CESAR;Cesar;LA PAZ;Varas Blancas
20621012;LA PAZ - SAN JOSE DE ORIENTE - BETANIA - CESAR;Cesar;LA PAZ;San Jose de Oriente - Betania
20621013;LA PAZ - MINGUILLO - CESAR;Cesar;LA PAZ;Minguillo
20710000;SAN ALBERTO - SAN ALBERTO - CESAR;Cesar;SAN ALBERTO;SAN ALBERTO
20710001;SAN ALBERTO - LA LLANA - CESAR;Cesar;SAN ALBERTO;La Llana
20710002;SAN ALBERTO - LA PALMA - CESAR;Cesar;SAN ALBERTO;La Palma
20710005;SAN ALBERTO - LIBANO - CESAR;Cesar;SAN ALBERTO;Libano
20710008;SAN ALBERTO - PUERTO CARRENO - CESAR;Cesar;SAN ALBERTO;Puerto Carreno
20750000;SAN DIEGO - SAN DIEGO - CESAR;Cesar;SAN DIEGO;SAN DIEGO
20750001;SAN DIEGO - LOS TUPES - CESAR;Cesar;SAN DIEGO;Los Tupes
20750002;SAN DIEGO - MEDIA LUNA - CESAR;Cesar;SAN DIEGO;Media Luna
20750004;SAN DIEGO - EL DESASTRE - CESAR;Cesar;SAN DIEGO;El Desastre
20750005;SAN DIEGO - EL JUNCAL - CESAR;Cesar;SAN DIEGO;El Juncal
20750006;SAN DIEGO - EL RINCON - CESAR;Cesar;SAN DIEGO;El Rincon
20750007;SAN DIEGO - LAS PITILLAS - CESAR;Cesar;SAN DIEGO;Las Pitillas
20750008;SAN DIEGO - LAS TRUPIAS - CESAR;Cesar;SAN DIEGO;Las Trupias
20750009;SAN DIEGO - LOS BRASILES - CESAR;Cesar;SAN DIEGO;Los Brasiles
20750010;SAN DIEGO - SABANAS DEL TESORO - CESAR;Cesar;SAN DIEGO;Sabanas del Tesoro
20750011;SAN DIEGO - TOCAIMO - CESAR;Cesar;SAN DIEGO;Tocaimo
20750012;SAN DIEGO - NUEVAS FLORES - CESAR;Cesar;SAN DIEGO;Nuevas Flores
20770000;SAN MARTIN - SAN MARTIN - CESAR;Cesar;SAN MARTIN;SAN MARTIN
20770001;SAN MARTIN - AGUAS BLANCAS - CESAR;Cesar;SAN MARTIN;Aguas Blancas
20770002;SAN MARTIN - EL BARRO - CESAR;Cesar;SAN MARTIN;El Barro
20770003;SAN MARTIN - MINAS - CESAR;Cesar;SAN MARTIN;Minas
20770004;SAN MARTIN - PUERTO OCULTO - CESAR;Cesar;SAN MARTIN;Puerto Oculto
20770005;SAN MARTIN - SAN JOSE DE LAS AMERICAS - CESAR;Cesar;SAN MARTIN;San Jose de Las Americas
20770006;SAN MARTIN - CANDELIA - CESAR;Cesar;SAN MARTIN;Candelia
20770007;SAN MARTIN - TERRAPLEN - CESAR;Cesar;SAN MARTIN;Terraplen
20770008;SAN MARTIN - LA CURVA - CESAR;Cesar;SAN MARTIN;La Curva
20770009;SAN MARTIN - TORCOROMA - CESAR;Cesar;SAN MARTIN;Torcoroma
20770010;SAN MARTIN - CUATRO BOCAS - CESAR;Cesar;SAN MARTIN;Cuatro Bocas
20770011;SAN MARTIN - LOS BAGRES - CESAR;Cesar;SAN MARTIN;Los Bagres
20770012;SAN MARTIN - PITA LIMON - CESAR;Cesar;SAN MARTIN;Pita Limon
20770013;SAN MARTIN - BUENOS AIRES - CESAR;Cesar;SAN MARTIN;Buenos Aires
20770014;SAN MARTIN - EL DIVISO - CESAR;Cesar;SAN MARTIN;El Diviso
20770015;SAN MARTIN - LAS SALINAS - CESAR;Cesar;SAN MARTIN;Las Salinas
20787000;TAMALAMEQUE - TAMALAMEQUE - CESAR;Cesar;TAMALAMEQUE;TAMALAMEQUE
20787001;TAMALAMEQUE - PALESTINA LA NUEVA - CESAR;Cesar;TAMALAMEQUE;Palestina La Nueva
20787002;TAMALAMEQUE - LA BOCA - CESAR;Cesar;TAMALAMEQUE;La Boca
20787005;TAMALAMEQUE - ZAPATOSA - CESAR;Cesar;TAMALAMEQUE;Zapatosa
20787007;TAMALAMEQUE - ANTEQUERA - CESAR;Cesar;TAMALAMEQUE;Antequera
20787009;TAMALAMEQUE - LAS PALMAS - CESAR;Cesar;TAMALAMEQUE;Las Palmas
20787011;TAMALAMEQUE - LAS BRISAS - CESAR;Cesar;TAMALAMEQUE;Las Brisas
20787012;TAMALAMEQUE - PASACORRIENDO - CESAR;Cesar;TAMALAMEQUE;Pasacorriendo
20787013;TAMALAMEQUE - PUEBLONUEVO - CESAR;Cesar;TAMALAMEQUE;Pueblonuevo
23000000;-  - CORDOBA;Cordoba;null;null
23001000;MONTERIA - MONTERIA - CORDOBA;Cordoba;MONTERIA;MONTERIA
23001001;MONTERIA - BUENOS AIRES - CORDOBA;Cordoba;MONTERIA;Buenos Aires
23001002;MONTERIA - CANO VIEJO - CORDOBA;Cordoba;MONTERIA;Cano Viejo
23001003;MONTERIA - EL CERRITO - CORDOBA;Cordoba;MONTERIA;El Cerrito
23001004;MONTERIA - EL SABANAL - CORDOBA;Cordoba;MONTERIA;El Sabanal
23001005;MONTERIA - GUASIMAL - CORDOBA;Cordoba;MONTERIA;Guasimal
23001006;MONTERIA - JARAQUIEL - CORDOBA;Cordoba;MONTERIA;Jaraquiel
23001007;MONTERIA - LA MANTA - CORDOBA;Cordoba;MONTERIA;La Manta
23001008;MONTERIA - LAS PALOMAS - CORDOBA;Cordoba;MONTERIA;Las Palomas
23001009;MONTERIA - LETICIA - CORDOBA;Cordoba;MONTERIA;Leticia
23001010;MONTERIA - LOMA VERDE - CORDOBA;Cordoba;MONTERIA;Loma Verde
23001011;MONTERIA - LOS GARZONES - CORDOBA;Cordoba;MONTERIA;Los Garzones
23001012;MONTERIA - NUEVO PARAISO - CORDOBA;Cordoba;MONTERIA;Nuevo Paraiso
23001013;MONTERIA - NUEVA LUCIA - CORDOBA;Cordoba;MONTERIA;Nueva Lucia
23001014;MONTERIA - PATIO BONITO - CORDOBA;Cordoba;MONTERIA;Patio Bonito
23001015;MONTERIA - SAN ISIDRO - CORDOBA;Cordoba;MONTERIA;San Isidro
23001016;MONTERIA - PUEBLO BUHO - CORDOBA;Cordoba;MONTERIA;Pueblo Buho
23001017;MONTERIA - SAN ANTERITO - CORDOBA;Cordoba;MONTERIA;San Anterito
23001018;MONTERIA - SANTA CLARA - CORDOBA;Cordoba;MONTERIA;Santa Clara
23001019;MONTERIA - SANTA ISABEL - CORDOBA;Cordoba;MONTERIA;Santa Isabel
23001020;MONTERIA - SANTA LUCIA - CORDOBA;Cordoba;MONTERIA;Santa Lucia
23001021;MONTERIA - TRES PALMAS - CORDOBA;Cordoba;MONTERIA;Tres Palmas
23001022;MONTERIA - TRES PIEDRAS - CORDOBA;Cordoba;MONTERIA;Tres Piedras
23001028;MONTERIA - EL BARSAL - CORDOBA;Cordoba;MONTERIA;El Barsal
23001029;MONTERIA - NUEVA ESPERANZA - CORDOBA;Cordoba;MONTERIA;Nueva Esperanza
23001031;MONTERIA - MARTINICA - CORDOBA;Cordoba;MONTERIA;Martinica
23001032;MONTERIA - GUATEQUE - CORDOBA;Cordoba;MONTERIA;Guateque
23001034;MONTERIA - LA VICTORIA - CORDOBA;Cordoba;MONTERIA;La Victoria
23001035;MONTERIA - MORINDO CENTRAL - CORDOBA;Cordoba;MONTERIA;Morindo Central
