Codigo Centro Poblado,Nombre centro poblado,Aeropuerto,Distancia(Km),Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,Tipo_Cobertura
15763003,CARREÑO,PIP,8.814259428,True,PIP,8.814259428,SOX,25.07965709,EYP,100.6661733,BGA,153.1339559,Regional
15764000,SORACÁ,GUS,4.775504705,True,GUS,4.775504705,SOX,44.66617081,EYP,106.93841,BOG,126.5976169,Aeródromo
15774000,SUSACÓN,EEB,35.26267822,True,EEB,35.26267822,SOX,68.90633379,EYP,106.8330392,BGA,113.6103889,Aeródromo
15776000,SUTAMARCHÁN,GUS,31.76661757,True,GUS,31.76661757,SOX,72.28842768,EYP,140.8786682,BOG,117.5532079,Aeródromo
15778000,SUTATENZA,7GY,50.81729622,False,7GY,50.81729622,SOX,90.18950307,VVC,96.71534818,BOG,84.84431282,Sin cobertura
15790000,TASCO,SOX,33.30594381,True,PIP,39.38870042,SOX,33.30594381,EYP,79.0111656,BGA,142.4702578,Regional
15790001,LIBERTADORES,SOX,42.56095134,False,PIP,47.00512647,SOX,42.56095134,EYP,84.2226774,BGA,135.7948087,Sin cobertura
15790002,LA CHAPA,SOX,41.2008797,False,PIP,46.21887852,SOX,41.2008797,EYP,82.54254945,BGA,137.5566342,Sin cobertura
15790003,EL CASTILLO,SOX,40.61750606,False,PIP,45.15532572,SOX,40.61750606,EYP,83.52936426,BGA,136.7447058,Sin cobertura
15798000,TENZA,GUS,52.41576704,False,GUS,52.41576704,SOX,83.26530614,VVC,103.3049685,BOG,90.64938826,Sin cobertura
15804000,TIBANÁ,GUS,25.68171958,True,GUS,25.68171958,SOX,61.85330114,EYP,112.0735207,BOG,107.6793948,Aeródromo
15806000,TIBASOSA,SOX,8.52154971,True,PIP,11.9090203,SOX,8.52154971,EYP,83.08469457,BGA,154.7869129,Regional
15806002,EL PARAÍSO,PIP,5.354390447,True,PIP,5.354390447,SOX,13.41599633,EYP,89.1884733,BGA,152.6863626,Regional
15806003,SANTA TERESA,PIP,12.77514115,True,PIP,12.77514115,SOX,13.18979934,EYP,85.58356665,BGA,149.8624901,Regional
15808000,TINJACÁ,GUS,33.74084822,True,GUS,33.74084822,SOX,75.69033057,EYP,142.7379061,BOG,112.2434164,Aeródromo
15810000,TIPACOQUE,EEB,22.22042833,True,EEB,22.22042833,SOX,88.00314957,EYP,126.9440964,BGA,95.57391733,Aeródromo
15810005,JEQUE,EEB,21.42308597,True,EEB,21.42308597,SOX,88.95277768,EYP,127.5711953,BGA,95.23010373,Aeródromo
15814000,TOCA,GUS,17.85678196,True,GUS,17.85678196,SOX,26.75251772,EYP,92.79073719,BOG,143.5254782,Regional
15816000,TOGÜÍ,BSA,10.63835938,True,BSA,10.63835938,SOX,66.79462692,EJA,125.1287531,BGA,137.2546725,Aeródromo
15820000,TÓPAGA,SOX,18.31932235,True,PIP,30.25590979,SOX,18.31932235,EYP,70.37522423,BGA,156.0100187,Regional
15820001,BADO CASTRO,SOX,15.45726682,True,PIP,26.65685087,SOX,15.45726682,EYP,72.95514173,BGA,155.1591031,Regional
15822000,TOTA,SOX,13.02133671,True,PIP,26.26390871,SOX,13.02133671,EYP,71.80980994,BOG,160.161257,Regional
15832000,TUNUNGUÁ,MUZ,28.47758795,True,MUZ,28.47758795,PBE,96.76419487,EJA,144.5419566,BOG,116.8291365,Aeródromo
15835000,TURMEQUÉ,GUS,29.32609742,True,GUS,29.32609742,SOX,69.86832268,EYP,122.6348024,BOG,100.2076836,Aeródromo
15837000,TUTA,PIP,15.61238604,True,PIP,15.61238604,SOX,28.39070911,EYP,101.9326882,BOG,150.0010891,Regional
15839000,TUTAZÁ,PIP,40.64466531,False,PIP,40.64466531,SOX,41.54890357,EYP,94.97516026,BGA,126.9642611,Sin cobertura
15839004,LA CAPILLA,PIP,45.80208178,False,PIP,45.80208178,SOX,48.55495642,EYP,102.0486016,BGA,119.3271302,Sin cobertura
15842000,ÚMBITA,GUS,37.82121598,True,GUS,37.82121598,SOX,73.96439613,VVC,118.3620691,BOG,95.80644127,Aeródromo
15861000,VENTAQUEMADA,GUS,27.58633814,True,GUS,27.58633814,SOX,70.08177501,EYP,126.1297991,BOG,101.4228772,Aeródromo
15861001,PARROQUIA VIEJA,GUS,28.76951045,True,GUS,28.76951045,SOX,71.32138227,EYP,127.2176874,BOG,100.2614865,Aeródromo
15861002,CASA VERDE,GUS,24.07922065,True,GUS,24.07922065,SOX,66.43802328,EYP,123.0607786,BOG,104.9084387,Aeródromo
15861005,MONTOYA,GUS,25.6631557,True,GUS,25.6631557,SOX,68.18699398,EYP,124.7124771,BOG,103.338168,Aeródromo
15861006,ESTANCIA GRANDE,GUS,27.36486445,True,GUS,27.36486445,SOX,70.00361393,EYP,126.3619579,BOG,101.6742203,Aeródromo
15861007,PUENTE BOYACÁ,GUS,14.46413428,True,GUS,14.46413428,SOX,57.26538186,EYP,116.9500888,BOG,114.5256197,Aeródromo
15861008,TIERRA NEGRA,GUS,17.62034872,True,GUS,17.62034872,SOX,60.1680718,EYP,118.6849851,BOG,111.3741637,Aeródromo
15861009,EL CARPI,GUS,18.9026894,True,GUS,18.9026894,SOX,61.34809622,EYP,119.3916397,BOG,110.0948871,Aeródromo
15861010,EL MANZANO,GUS,22.02564646,True,GUS,22.02564646,SOX,64.53822599,EYP,121.8945521,BOG,106.9622379,Aeródromo
15879000,VIRACACHÁ,GUS,12.85198831,True,GUS,12.85198831,SOX,44.95527516,EYP,101.8847272,BOG,124.6774678,Aeródromo
15897000,ZETAQUIRA,YPL,33.48211117,True,YPL,33.48211117,SOX,49.08697735,EYP,86.99561152,BOG,126.0884342,Aeródromo
17001000,MANIZALES,MZL,4.109764896,True,LAE,14.5818302,MQU,69.43364935,MZL,4.109764896,PEI,38.70199785,Internacional
17001001,ALTO DE LISBOA,LAE,9.813849983,True,LAE,9.813849983,MQU,79.23870411,MZL,17.00972404,PEI,37.53443597,Internacional
17001002,KILOMETRO 41 - COLOMBIA,LAE,15.08045971,True,LAE,15.08045971,MQU,86.36988853,MZL,26.18080801,PEI,39.8091315,Internacional
17001003,BAJO TABLAZO,MZL,7.883595467,True,LAE,9.196283275,MQU,75.36377669,MZL,7.883595467,PEI,32.52902859,Internacional
17001004,LA CABAÑA,LAE,7.710994974,True,LAE,7.710994974,MQU,79.20743071,MZL,15.39317154,PEI,35.54149772,Internacional
17001005,LA CUCHILLA DEL SALADO,MZL,11.53376167,True,LAE,12.18435084,MQU,73.40353457,MZL,11.53376167,PEI,39.47982782,Internacional
17001008,LAS PAVAS,LAE,5.832517911,True,LAE,5.832517911,MQU,80.47796867,MZL,15.6391039,PEI,33.65694257,Internacional
17001009,SAN PEREGRINO,LAE,5.973059465,True,LAE,5.973059465,MQU,78.18158107,MZL,12.08807447,PEI,32.90402244,Internacional
17001010,ALTO TABLAZO,MZL,7.572272785,True,LAE,9.622365593,MQU,74.47442754,MZL,7.572272785,PEI,34.15793103,Internacional
17001011,ALTO DEL NARANJO,LAE,7.468474141,True,LAE,7.468474141,MQU,78.8784005,MZL,11.18719247,PEI,28.45004994,Internacional
17001012,EL ARENILLO,LAE,8.885318539,True,LAE,8.885318539,MQU,75.10901323,MZL,8.887044089,PEI,34.56246872,Internacional
17001015,LA AURORA,LAE,9.273852117,True,LAE,9.273852117,MQU,75.0862644,MZL,10.17509542,PEI,35.98966005,Internacional
17001022,ALTO BONITO,MZL,10.52016889,True,LAE,15.27208563,MQU,70.1190493,MZL,10.52016889,PEI,42.13081169,Nacional
17001023,MINA RICA,LAE,11.38894154,True,LAE,11.38894154,MQU,79.33244597,MZL,18.29219337,PEI,38.97138635,Internacional
17001024,LA GARRUCHA,LAE,12.91878097,True,LAE,12.91878097,MQU,77.05862922,MZL,17.25926591,PEI,40.70696278,Nacional
17001029,AGUA BONITA,LAE,8.126210365,True,LAE,8.126210365,MQU,76.96940695,MZL,9.336974138,PEI,30.72615311,Internacional
17001034,EL AGUILA,MZL,9.94633011,True,LAE,14.63564275,MQU,70.4727662,MZL,9.94633011,PEI,41.37492639,Nacional
17001043,BUENA VISTA,MZL,3.198665043,True,LAE,19.08476064,MQU,65.10422424,MZL,3.198665043,PEI,41.76533598,Nacional
17001044,CONDOMINIO PORTAL DE LOS CEREZOS,LAE,4.100744539,True,LAE,4.100744539,MQU,79.9636231,MZL,13.45147521,PEI,31.19125835,Internacional
17001045,CONDOMINIO RESERVA DE LOS ALAMOS,LAE,3.319919202,True,LAE,3.319919202,MQU,80.73663203,MZL,14.12902987,PEI,30.55675122,Internacional
17001046,CONDOMINIO SAN BERNARDO DEL VIENTO,LAE,3.869356785,True,LAE,3.869356785,MQU,80.26460641,MZL,13.82908753,PEI,31.15908578,Internacional
17001047,EL NARANJO,LAE,7.091782482,True,LAE,7.091782482,MQU,78.51177788,MZL,10.84451731,PEI,29.21666012,Internacional
17013000,AGUADAS,7IC,24.45760559,True,7IC,24.45760559,MQU,77.15462463,MZL,64.55576763,MDE,61.73113211,Aeródromo
17013001,ARMA,7IC,19.08029955,True,7IC,19.08029955,MQU,85.19690599,MZL,65.4629108,MDE,62.53929197,Aeródromo
17013004,LA MERMITA,7IC,22.34939354,True,7IC,22.34939354,MQU,79.08049588,EOH,63.41458073,MDE,54.59693861,Aeródromo
17013010,EDÉN,7IC,22.9932598,True,7IC,22.9932598,MQU,79.37855229,MZL,63.95903193,MDE,62.5901595,Aeródromo
17013011,SAN NICOLÁS,7IC,21.58814674,True,7IC,21.58814674,MQU,80.48829239,MZL,65.45899527,MDE,61.1462105,Aeródromo
17013012,ALTO DE PITO,7IC,20.93658767,True,7IC,20.93658767,MQU,80.71113131,EOH,66.71290138,MDE,59.69660511,Aeródromo
17013014,ALTO DE LA MONTAÑA,7IC,22.32656424,True,7IC,22.32656424,MQU,80.85322075,MZL,63.48836894,MDE,63.40962961,Aeródromo
17013015,BOCAS,7IC,4.448450292,True,7IC,4.448450292,URR,89.20416686,EOH,54.11585811,MDE,51.6625534,Aeródromo
17013016,VIBORAL,7IC,26.27019287,True,7IC,26.27019287,MQU,76.54435175,MZL,60.95878093,MDE,65.41914636,Aeródromo
17013017,PORE,7IC,23.36711333,True,7IC,23.36711333,MQU,77.95871622,MZL,66.34773526,MDE,59.931893,Aeródromo
17042000,ANSERMA,LAE,28.98365745,True,LAE,28.98365745,MQU,99.76615064,MZL,42.01982224,PEI,47.37390109,Aeródromo
17042004,MARAPRA,LAE,26.41415221,True,LAE,26.41415221,MQU,99.36322766,MZL,40.10430761,PEI,44.28842729,Aeródromo
17042007,SAN PEDRO,LAE,30.88416753,True,LAE,30.88416753,COG,99.70735718,MZL,43.79567894,PEI,49.04442152,Aeródromo
17050000,ARANZAZU,MZL,26.97340439,True,LAE,30.06639908,MQU,67.58865619,MZL,26.97340439,PEI,57.89916051,Nacional
17050006,SAN RAFAEL,MZL,26.56890569,True,LAE,27.59601247,MQU,71.05819924,MZL,26.56890569,PEI,55.36790857,Nacional
17050012,LA HONDA,MZL,25.43765769,True,LAE,27.25293677,MQU,69.842669,MZL,25.43765769,PEI,55.07367065,Nacional
17088000,BELALCÁZAR,BAL,15.03769956,True,BAL,15.03769956,COG,96.17147546,MZL,38.44878231,PEI,21.6740785,Internacional
17088001,EL MADROÑO,BAL,10.29253001,True,BAL,10.29253001,COG,95.46052763,MZL,40.83126104,PEI,17.23541017,Internacional
17088002,LA HABANA,LAE,19.58766387,True,LAE,19.58766387,COG,97.48364514,MZL,36.61153052,PEI,26.41772653,Internacional
17088003,SAN ISIDRO,BAL,18.6980376,True,BAL,18.6980376,COG,97.10558315,MZL,37.03369366,PEI,24.85880145,Internacional
17088008,ASENTAMIENTO INDÍGENA TOTUMAL,BAL,13.37953099,True,BAL,13.37953099,COG,93.23922395,MZL,41.34247053,PEI,23.09211827,Internacional
17174000,CHINCHINÁ,LAE,5.47081651,True,LAE,5.47081651,MQU,84.03510905,MZL,16.3434085,PEI,24.1533744,Internacional
17174001,EL TRÉBOL,LAE,10.48506139,True,LAE,10.48506139,MQU,93.94212199,MZL,26.34698142,PEI,19.28285369,Internacional
17174002,LA FLORESTA,LAE,7.576464563,True,LAE,7.576464563,MQU,90.04258852,MZL,22.37397865,PEI,20.39773268,Internacional
17174006,ALTO DE LA MINA,LAE,10.26841237,True,LAE,10.26841237,MQU,90.98309151,MZL,23.3474424,PEI,17.57082595,Internacional
17174007,LA QUIEBRA DEL NARANJAL,LAE,7.933801985,True,LAE,7.933801985,MQU,88.99026527,MZL,21.30335025,PEI,19.94160449,Internacional
17174011,LA ESTRELLA,LAE,9.601008052,True,LAE,9.601008052,MQU,92.54194356,MZL,24.88216658,PEI,19.05301693,Internacional
17174012,EL REPOSO,LAE,7.241717444,True,LAE,7.241717444,MQU,89.14245808,MZL,21.45689681,PEI,20.59502036,Internacional
17174015,SAN ANDRÉS,LAE,11.59215898,True,LAE,11.59215898,MQU,85.38336485,MZL,18.4866744,PEI,20.19300109,Internacional
17272000,FILADELFIA,LAE,30.02546175,True,LAE,30.02546175,MQU,75.74392012,MZL,31.55716785,PEI,57.30175362,Nacional
17272002,EL VERSO,LAE,34.33069758,True,LAE,34.33069758,MQU,74.65461902,MZL,34.89370133,PEI,61.66843893,Nacional
17272003,LA PAILA,MZL,30.13463623,True,LAE,30.70443796,MQU,71.94733406,MZL,30.13463623,PEI,58.36270478,Nacional
17272005,SAMARIA,LAE,22.72602439,True,LAE,22.72602439,MQU,76.13083212,MZL,25.24072178,PEI,50.16921556,Nacional
17272007,SAN LUIS,LAE,23.33867103,True,LAE,23.33867103,MQU,75.04312079,MZL,25.06358657,PEI,50.89834932,Nacional
17272008,BALMORAL,LAE,27.48328298,True,LAE,27.48328298,MQU,73.47736131,MZL,27.94363607,PEI,55.08243677,Nacional
17272009,LA MARINA,MZL,33.10527355,True,LAE,33.69052552,MQU,72.19957429,MZL,33.10527355,PEI,61.278062,Nacional
17380000,LA DORADA,PQE,4.34795811,True,PQE,4.34795811,MQU,35.88396502,MZL,100.6981861,BOG,100.1370585,Regional
17380001,BUENAVISTA,HAC,18.17831145,True,HAC,18.17831145,MQU,65.86212189,EOH,113.1706369,MDE,93.86994496,Aeródromo
17380002,GUARINOCITO,PQE,17.91337502,True,PQE,17.91337502,MQU,21.78634105,MZL,87.99329084,BOG,96.76792874,Regional
17380003,PURNIO,PQE,8.538808959,True,PQE,8.538808959,MQU,31.0787365,MZL,96.17653632,BOG,99.24335804,Regional
17380004,LA ATARRAYA,HAC,22.36509934,True,HAC,22.36509934,MQU,59.22709824,EOH,110.708358,MDE,91.66126374,Aeródromo
17380007,CAMELIAS,GTT,15.57152076,True,GTT,15.57152076,MQU,19.19629312,MZL,86.33096066,BOG,93.92795233,Regional
17380008,DOÑA JUANA,PQE,2.610904958,True,PQE,2.610904958,MQU,37.40911727,MZL,100.4756014,BOG,104.9803518,Regional
17380009,HORIZONTE,GTT,14.20163853,True,GTT,14.20163853,MQU,18.06851651,MZL,85.38712904,BOG,93.37253904,Regional
17380010,LA AGUSTINA,PQE,19.51176924,True,PQE,19.51176924,MQU,55.65584258,MZL,113.7788598,MDE,101.7455401,Aeródromo
17380012,LA HABANA,PQE,22.44523606,True,PQE,22.44523606,MQU,49.150228,MZL,101.9550464,MDE,91.61150375,Aeródromo
17380015,PROSOCIAL LA HUMAREDA,PQE,6.053272979,True,PQE,6.053272979,MQU,33.36771089,MZL,97.9928147,BOG,100.6147547,Regional
17388000,LA MERCED,LAE,40.98842472,False,LAE,40.98842472,MQU,76.27936199,MZL,41.56820364,PEI,68.0964085,Sin cobertura
17388001,EL LIMÓN,MZL,35.42080552,True,LAE,35.84071795,MQU,72.83512774,MZL,35.42080552,PEI,63.34409231,Nacional
17388002,LA FELISA,LAE,38.83187843,True,LAE,38.83187843,MQU,81.87451033,MZL,41.99437236,PEI,65.07125771,Aeródromo
17388007,LLANADAS,LAE,38.89381206,True,LAE,38.89381206,MQU,75.35458182,MZL,39.31934897,PEI,66.11279907,Nacional
17388008,SAN JOSÉ,LAE,38.21259272,True,LAE,38.21259272,MQU,75.97426962,MZL,38.97631775,PEI,65.36076413,Nacional
17388009,EL TAMBOR,7IC,41.32102912,False,7IC,41.32102912,MQU,78.06796734,MZL,42.94235186,PEI,68.6206084,Sin cobertura
17433000,MANZANARES,MQU,30.18423239,True,GTT,43.98417629,MQU,30.18423239,MZL,42.88772156,PEI,81.52010089,Regional
17433001,AGUABONITA,MQU,27.05485834,True,GTT,40.03395152,MQU,27.05485834,MZL,41.43359258,PEI,79.48817599,Regional
17433003,LA CEIBA,MQU,24.12035912,True,GTT,37.55388037,MQU,24.12035912,MZL,45.27031851,PEI,83.47678378,Regional
17433004,LAS MARGARITAS,MQU,23.24002597,True,GTT,37.05211484,MQU,23.24002597,MZL,48.0267448,PEI,86.43890917,Regional
17433005,LOS PLANES,MQU,26.07353637,True,GTT,40.01376581,MQU,26.07353637,MZL,47.83576728,PEI,86.43846716,Regional
17442000,MARMATO,7IC,33.30374342,True,7IC,33.30374342,MQU,84.486998,MZL,51.55917948,PEI,75.1181948,Aeródromo
17442001,CABRAS,7IC,30.28385321,True,7IC,30.28385321,MQU,85.89325016,MZL,54.55314933,MDE,76.41230028,Aeródromo
17442002,EL LLANO,7IC,33.57435297,True,7IC,33.57435297,MQU,83.06323346,MZL,50.94729349,PEI,75.2040739,Aeródromo
17442003,SAN JUAN,7IC,34.36357934,True,7IC,34.36357934,MQU,85.15050289,MZL,50.87829233,PEI,73.87135489,Aeródromo
17442004,LA MIEL,7IC,28.61186619,True,7IC,28.61186619,MQU,89.61757639,MZL,57.30896415,MDE,75.55254635,Aeródromo
17442005,LA CUCHILLA,7IC,29.25462827,True,7IC,29.25462827,MQU,88.71283448,MZL,56.41158658,MDE,76.02916137,Aeródromo
17442008,JIMENEZ ALTO,7IC,33.63629753,True,7IC,33.63629753,MQU,84.74146909,MZL,51.35393804,PEI,74.7117509,Aeródromo
17442009,JIMENEZ BAJO,7IC,33.768884,True,7IC,33.768884,MQU,84.20699006,MZL,51.07777938,PEI,74.69120854,Aeródromo
17442012,LOAIZA,7IC,31.89862721,True,7IC,31.89862721,MQU,84.75007338,MZL,52.84136293,PEI,76.54752856,Aeródromo
17442013,EL GUAYABITO,7IC,33.39892484,True,7IC,33.39892484,MQU,83.64463741,MZL,51.24341996,PEI,75.22723665,Aeródromo
17442014,LA PORTADA,7IC,30.38851029,True,7IC,30.38851029,MQU,86.54535007,MZL,54.67260285,MDE,76.69987048,Aeródromo
17442015,LA QUEBRADA,7IC,33.45954329,True,7IC,33.45954329,MQU,83.80145374,MZL,51.23157647,PEI,75.12070093,Aeródromo
17444000,MARQUETALIA,MQU,20.99989535,True,GTT,34.91785632,MQU,20.99989535,MZL,54.62804965,PEI,93.17667425,Regional
17444001,SANTA ELENA,MQU,17.14304133,True,GTT,30.73088148,MQU,17.14304133,MZL,59.73930169,PEI,98.19952701,Regional
17446000,MARULANDA,MZL,36.44255404,True,LAE,48.7588954,MQU,42.35877458,MZL,36.44255404,PEI,74.66288238,Nacional
17446001,MONTEBONITO,MZL,32.88973201,True,LRA,44.59400182,MQU,35.64715431,MZL,32.88973201,PEI,71.17321968,Nacional
17486000,NEIRA,MZL,16.32141149,True,LAE,18.54958883,MQU,70.63040422,MZL,16.32141149,PEI,46.25582259,Nacional
17486004,PUEBLO RICO,MZL,13.3981654,True,LAE,15.99487372,MQU,71.05402676,MZL,13.3981654,PEI,43.46585043,Nacional
17486005,TAPIAS,LAE,27.17764944,True,LAE,27.17764944,MQU,86.74195117,MZL,34.87383345,PEI,51.91301834,Nacional
17486009,BARRIO MEDELLÍN,MZL,15.02055768,True,LAE,18.2383021,MQU,69.88373701,MZL,15.02055768,PEI,45.79738639,Nacional
17486010,LA ISLA,LAE,13.90036767,True,LAE,13.90036767,MQU,80.77008847,MZL,21.41278557,PEI,40.92672175,Nacional
17486011,AGROVILLA,LAE,15.32622826,True,LAE,15.32622826,MQU,85.98080922,MZL,26.09046084,PEI,40.24878171,Nacional
17486012,SAN JOSÉ,LAE,16.28373836,True,LAE,16.28373836,MQU,86.3371103,MZL,26.93485411,PEI,41.0197806,Nacional
17486013,JUNTAS,LAE,21.36775844,True,LAE,21.36775844,MQU,83.87495582,MZL,28.99823709,PEI,47.03962876,Nacional
17495000,NORCASIA,PQE,27.62593185,True,PQE,27.62593185,MQU,40.27948605,MZL,88.06762471,MDE,88.21255476,Aeródromo
17495002,LA QUIEBRA,PQE,28.36046989,True,PQE,28.36046989,MQU,40.27402873,MZL,87.47179813,MDE,87.70054217,Aeródromo
17495003,MONTEBELLO,PQE,30.98091985,True,PQE,30.98091985,MQU,40.81845728,MZL,85.82934732,MDE,85.68198284,Aeródromo
17495004,MOSCOVITA,PQE,29.67190337,True,PQE,29.67190337,MQU,40.30164287,MZL,86.42103785,MDE,86.80362363,Aeródromo
17513000,PÁCORA,7IC,31.65361692,True,7IC,31.65361692,MQU,72.7230843,MZL,55.31076691,MDE,70.98335317,Aeródromo
17513001,CASTILLA,7IC,28.21603685,True,7IC,28.21603685,MQU,79.43623993,MZL,56.18876723,MDE,71.27578896,Aeródromo
17513002,LAS COLES,7IC,35.64859624,True,7IC,35.64859624,MQU,72.12123696,MZL,49.85086427,MDE,76.58110684,Aeródromo
17513003,SAN BARTOLOMÉ,7IC,32.42634486,True,7IC,32.42634486,MQU,79.10327063,MZL,51.65482447,MDE,76.35433631,Aeródromo
17513008,LOMA HERMOSA,7IC,35.41952159,True,7IC,35.41952159,MQU,73.26475876,MZL,49.60209094,MDE,77.00560378,Aeródromo
17513011,PALMA ALTA,7IC,32.09834281,True,7IC,32.09834281,MQU,75.35425375,MZL,52.88694708,MDE,73.86742067,Aeródromo
17513012,BUENOS AIRES,7IC,26.51886616,True,7IC,26.51886616,MQU,78.80829059,MZL,58.56721112,MDE,68.41000273,Aeródromo
17513013,EL MORRO,7IC,28.81142837,True,7IC,28.81142837,MQU,75.3459431,MZL,57.59938692,MDE,68.82415299,Aeródromo
17513016,LOS CÁMBULOS,7IC,32.16224132,True,7IC,32.16224132,MQU,78.59603508,MZL,51.97152234,MDE,75.80048961,Aeródromo
17524000,PALESTINA,LAE,1.420640713,True,LAE,1.420640713,MQU,84.45674359,MZL,17.17777642,PEI,26.53418255,Internacional
17524001,ARAUCA,LAE,12.58194034,True,LAE,12.58194034,MQU,91.42457904,MZL,27.68067305,PEI,33.40816926,Internacional
17524002,EL JARDÍN (REPOSO),LAE,3.189484051,True,LAE,3.189484051,MQU,86.62806303,MZL,20.05997712,PEI,27.61541619,Internacional
17524003,LA PLATA,LAE,6.537879084,True,LAE,6.537879084,MQU,90.19533973,MZL,23.55565515,PEI,25.98981007,Internacional
17524005,CARTAGENA,LAE,2.208498329,True,LAE,2.208498329,MQU,86.19008876,MZL,19.11565442,PEI,26.25326892,Internacional
17524009,LA BASTILLA,LAE,13.28541248,True,LAE,13.28541248,MQU,89.42360005,MZL,26.9607659,PEI,36.01998225,Internacional
17541000,PENSILVANIA,MQU,36.02891902,True,GTT,49.79341478,MQU,36.02891902,MZL,51.92421932,PEI,90.20101078,Regional
17541001,ARBOLEDA,MQU,46.05904767,False,7IC,55.50107273,MQU,46.05904767,MZL,60.90942076,MDE,78.53363007,Sin cobertura
17541002,BOLIVIA,MQU,28.31584787,True,GTT,42.22973355,MQU,28.31584787,MZL,51.27125306,PEI,89.9196827,Regional
17541004,EL HIGUERÓN,MQU,26.85794716,True,GTT,40.46680979,MQU,26.85794716,MZL,56.14102433,PEI,94.78808625,Regional
17541006,LA LINDA,MQU,29.99426791,True,GTT,43.48163859,MQU,29.99426791,MZL,56.60700022,MDE,94.41349809,Regional
17541008,LA RIOJA,MQU,30.44480073,True,GTT,44.18861119,MQU,30.44480073,MZL,53.53872363,PEI,92.11688691,Regional
17541009,PUEBLONUEVO,MQU,45.15427819,False,PQE,52.89967324,MQU,45.15427819,MZL,67.19554566,MDE,77.08661352,Sin cobertura
17541011,SAN DANIEL,MQU,28.77887797,True,GTT,42.18976662,MQU,28.77887797,MZL,57.54807325,MDE,95.12130664,Regional
17541015,LA SOLEDAD ALTA,MQU,26.02627831,True,GTT,39.76469176,MQU,26.02627831,MZL,54.98378212,PEI,93.63905093,Regional
17541016,AGUABONITA,MQU,31.29585574,True,GTT,44.40961172,MQU,31.29585574,MZL,59.65801756,MDE,91.88388068,Regional
17614000,RIOSUCIO,7IC,40.41362073,False,7IC,40.41362073,MQU,93.59745677,MZL,50.96575657,PEI,68.05188919,Sin cobertura
17614001,BONAFONT,LAE,37.28705644,True,LAE,37.28705644,MQU,89.70656736,MZL,43.95417365,PEI,61.58015988,Aeródromo
17614003,EL SALADO,7IC,38.98758618,True,7IC,38.98758618,MQU,98.92372851,MZL,56.13114936,PEI,71.10655798,Aeródromo
17614004,FLORENCIA,LAE,35.40668031,True,LAE,35.40668031,MQU,87.2707893,MZL,41.46722191,PEI,60.30028229,Aeródromo
17614005,QUIEBRALOMO,7IC,37.79401087,True,7IC,37.79401087,MQU,92.85265915,MZL,52.30351451,PEI,70.47608761,Aeródromo
17614006,SAN LORENZO,7IC,35.79327073,True,7IC,35.79327073,MQU,93.97266338,MZL,54.49844844,PEI,72.64826525,Aeródromo
17614008,IBERIA,7IC,40.54090188,False,7IC,40.54090188,MQU,89.88915844,MZL,48.37416415,PEI,67.40407981,Sin cobertura
17614010,SIPIRRA,7IC,39.75385422,True,7IC,39.75385422,MQU,92.53060563,MZL,50.67900766,PEI,68.49637186,Aeródromo
17614014,SAN JERÓNIMO,7IC,35.05404097,True,7IC,35.05404097,MQU,96.21760058,MZL,56.6353516,PEI,73.94316809,Aeródromo
17614017,PUEBLO VIEJO,7IC,40.6485358,False,7IC,40.6485358,MQU,95.88580524,MZL,52.53332894,PEI,68.40804072,Sin cobertura
17614021,LAS ESTANCIAS,7IC,37.95099748,True,7IC,37.95099748,MQU,95.97764863,MZL,54.45536571,PEI,71.06555054,Aeródromo
17614022,LA PLAYA - IMURRA,LAE,42.70897704,False,LAE,42.70897704,MQU,95.01911192,MZL,50.21461046,PEI,65.81283072,Sin cobertura
17614023,TUMBABARRETO,7IC,38.81495541,True,7IC,38.81495541,MQU,93.81757608,MZL,52.25122397,PEI,69.66616224,Aeródromo
17614024,AGUAS CLARAS,7IC,35.31588897,True,7IC,35.31588897,MQU,95.20735002,MZL,55.70901471,PEI,73.40537654,Aeródromo
17616000,RISARALDA,LAE,21.84675887,True,LAE,21.84675887,MQU,97.98635247,MZL,36.49931489,PEI,39.23035085,Internacional
17616004,QUIEBRA SANTA BÁRBARA,LAE,16.95239135,True,LAE,16.95239135,MQU,98.76871506,MZL,33.60879681,PEI,29.98097673,Internacional
17616008,QUIEBRA VARILLAS,LAE,21.42578604,True,LAE,21.42578604,MQU,98.65023775,MZL,36.50692554,PEI,37.94010282,Internacional
17616011,CALLE LARGA,LAE,14.83413138,True,LAE,14.83413138,MQU,93.54371334,MZL,30.08037145,PEI,34.08288474,Internacional
17653000,SALAMINA,MZL,41.56284691,False,7IC,43.14153524,MQU,70.09546061,MZL,41.56284691,PEI,71.32128042,Sin cobertura
17653004,VEREDA LA UNION,MZL,36.05585671,True,LAE,38.27202395,MQU,69.19007759,MZL,36.05585671,PEI,66.00014119,Nacional
17653007,SAN FÉLIX,MZL,39.78284037,True,LAE,46.87500801,MQU,57.06906164,MZL,39.78284037,PEI,74.55565339,Nacional
17653023,LA LOMA,7IC,39.98690765,True,7IC,39.98690765,MQU,73.2006338,MZL,44.33244376,PEI,72.82274962,Aeródromo
17662000,SAMANÁ,MQU,25.32670266,True,GTT,36.96285989,MQU,25.32670266,MZL,67.64991246,MDE,96.18658097,Regional
