Codigo Centro Poblado,Nombre centro poblado,Aeropuerto,Distancia(Km),Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,Tipo_Cobertura
5045016,SAN PABLO,INA,5.533412319,True,INA,5.533412319,ACD,90.68931447,APO,9.571848125,MDE,239.7254344,Nacional
5051000,ARBOLETES,ARO,1.2832102,True,ARO,1.2832102,ACD,101.0535949,MTR,66.09661369,CTG,203.3950708,Aeródromo
5051001,BUENOS AIRES,SJM,29.57852654,True,SJM,29.57852654,ACD,109.7351709,MTR,55.47156649,CTG,220.4013394,Aeródromo
5051003,EL CARMELO,ARO,25.35395751,True,ARO,25.35395751,ACD,98.98910398,MTR,65.28869669,CTG,224.2717904,Aeródromo
5051005,LAS NARANJITAS,SJM,19.93589373,True,SJM,19.93589373,ACD,103.4834431,MTR,64.67918775,CTG,230.9639474,Aeródromo
5051008,EL YESO,NFA,20.91296508,True,NFA,20.91296508,ACD,88.6813201,MTR,75.11845936,CTG,228.8925903,Aeródromo
5051009,LA TRINIDAD,NFA,17.3686205,True,NFA,17.3686205,ACD,85.30679765,MTR,78.24637526,CTG,229.7253715,Aeródromo
5051010,LAS PLATAS (SANTAFÉ),NFA,25.18711422,True,NFA,25.18711422,ACD,92.11899149,MTR,72.73441575,CTG,230.6199022,Aeródromo
5051011,LA CANDELARIA,ARO,20.45577226,True,ARO,20.45577226,ACD,92.28643809,MTR,71.07431799,CTG,223.5915216,Aeródromo
5051014,EL GUADUAL,SJM,16.21526852,True,SJM,16.21526852,ACD,97.81516522,MTR,71.93082649,CTG,237.5307302,Aeródromo
5055000,ARGELIA,HAC,50.70138045,False,HAC,50.70138045,MQU,64.29894076,EOH,73.66991635,MDE,57.39893167,Sin cobertura
5059000,ARMENIA,EOH,22.8721753,True,7IC,47.12341888,URR,43.5344787,EOH,22.8721753,MDE,40.23489603,Nacional
5059001,LA HERRADURA,EOH,25.2759014,True,7IC,47.20477448,URR,42.05772234,EOH,25.2759014,MDE,42.46086812,Nacional
5059003,EL SOCORRO,EOH,23.05410124,True,7IC,46.07529202,URR,44.18368431,EOH,23.05410124,MDE,40.08580935,Nacional
5059006,FILO SECO,EOH,25.97321472,True,7IC,47.10152809,URR,41.76055921,EOH,25.97321472,MDE,43.06768976,Nacional
5059009,PALMICHAL,EOH,24.85231242,True,7IC,48.47793166,URR,41.38252646,EOH,24.85231242,MDE,42.42428298,Nacional
5079000,BARBOSA,7FX,32.07164769,True,7FX,32.07164769,URR,90.28913212,EOH,37.54797796,MDE,32.1736257,Internacional
5079001,HATILLO,MDE,27.53009397,True,7FX,36.72791964,URR,83.25951254,EOH,30.4230356,MDE,27.53009397,Internacional
5079005,PLATANITO,MDE,26.8218293,True,7FX,37.77818689,URR,81.57872138,EOH,28.8726265,MDE,26.8218293,Internacional
5079008,ISAZA,MDE,29.2148786,True,7FX,34.77469954,URR,86.68046115,EOH,33.6161363,MDE,29.2148786,Internacional
5079014,POPALITO,7FX,28.02514213,True,7FX,28.02514213,OTU,86.71115098,EOH,43.96044781,MDE,37.55873502,Internacional
5079016,YARUMITO,7FX,29.76092913,True,7FX,29.76092913,OTU,89.44864845,EOH,41.21295221,MDE,35.14120495,Internacional
5079017,TABLAZO - HATILLO,MDE,28.30437344,True,7FX,36.60712546,URR,81.04693322,EOH,29.49723848,MDE,28.30437344,Internacional
5079018,EL PARAISO,MDE,27.66235438,True,7FX,37.26224975,URR,80.79864016,EOH,28.90827218,MDE,27.66235438,Internacional
5079019,EL SALADITO,MDE,27.10455214,True,7FX,37.36601335,URR,82.15582933,EOH,29.43468685,MDE,27.10455214,Internacional
5079020,LOMITA 1,MDE,28.27117267,True,7FX,36.41906554,URR,81.73133301,EOH,29.9148947,MDE,28.27117267,Internacional
5079021,LOMITA 2,MDE,27.98588969,True,7FX,36.71220674,URR,81.61095271,EOH,29.64998653,MDE,27.98588969,Internacional
5079022,LA PRIMAVERA,MDE,27.77617615,True,7FX,36.8640902,URR,81.73953119,EOH,29.59605461,MDE,27.77617615,Internacional
5079023,TAMBORCITO,7FX,30.46364841,True,7FX,30.46364841,OTU,90.54325141,EOH,40.11149458,MDE,34.20973696,Internacional
5086000,BELMIRA,7FX,43.62169234,False,7FX,43.62169234,URR,60.81708482,EOH,43.72965275,MDE,56.04520886,Sin cobertura
5086001,LABORES,7FX,35.5547868,True,7FX,35.5547868,URR,72.22572317,EOH,54.47339634,MDE,64.14816092,Aeródromo
5086003,RÍO ARRIBA,7FX,43.85676017,False,7FX,43.85676017,URR,60.80900094,EOH,44.60919731,MDE,56.98093616,Sin cobertura
5088000,BELLO,EOH,13.24215456,True,7FX,52.31398759,URR,64.79321488,EOH,13.24215456,MDE,23.81852744,Internacional
5088008,POTRERITO,EOH,12.37281834,True,7FX,54.24588156,URR,61.86630173,EOH,12.37281834,MDE,25.48425704,Internacional
5088013,SAN FÉLIX,EOH,13.50216143,True,7FX,55.28403048,URR,58.8676446,EOH,13.50216143,MDE,28.33699023,Internacional
5088018,EL PINAR,EOH,11.17797388,True,7FX,54.01867085,URR,67.5701033,EOH,11.17797388,MDE,19.25625594,Internacional
5088020,EL ALBERGUE,EOH,11.33138626,True,7FX,53.79237279,URR,66.8400184,EOH,11.33138626,MDE,20.21364737,Internacional
5088022,LA CHINA,EOH,19.94428301,True,7FX,50.98024589,URR,58.67976457,EOH,19.94428301,MDE,33.52412368,Internacional
5088023,LA UNIÓN,EOH,18.3362362,True,7FX,52.73383791,URR,57.75637811,EOH,18.3362362,MDE,32.66891709,Internacional
5091000,BETANIA,7IC,41.33973794,False,7IC,41.33973794,URR,67.30809873,EOH,67.90809084,MDE,76.89434545,Sin cobertura
5091003,SAN LUIS,7IC,42.47745599,False,7IC,42.47745599,URR,66.05059304,EOH,67.92204892,MDE,77.27396992,Sin cobertura
5093000,BETULIA,URR,29.23635682,True,7IC,56.78454878,URR,29.23635682,EOH,45.11138271,MDE,62.32057787,Regional
5093001,ALTAMIRA,URR,24.33092205,True,FRO,59.96935813,URR,24.33092205,EOH,39.66716863,MDE,58.49702508,Nacional
5101000,CIUDAD BOLÍVAR,7IC,47.07736897,False,7IC,47.07736897,URR,54.66090207,EOH,62.97930987,MDE,74.8423031,Sin cobertura
5101002,SAN BERNARDO DE LOS FARALLONES,7IC,47.26178397,False,7IC,47.26178397,URR,59.92662778,EOH,67.40086214,MDE,78.36247849,Sin cobertura
5101006,ALFONSO LÓPEZ (SAN GREGORIO),7IC,41.4527876,False,7IC,41.4527876,URR,52.12732541,EOH,54.2954657,MDE,66.19340186,Sin cobertura
5101008,VILLA ALEGRÍA,7IC,45.43652119,False,7IC,45.43652119,URR,62.11668797,EOH,67.47905746,MDE,77.86858159,Sin cobertura
5101010,EL CABRERO - BOLÍVAR ARRIBA,7IC,48.95317667,False,7IC,48.95317667,URR,52.59948667,EOH,63.06465829,MDE,75.44339208,Sin cobertura
5107000,BRICEÑO,ITG,20.33562263,True,ITG,20.33562263,OTU,92.59957969,EOH,99.57146211,MDE,106.5776324,Aeródromo
5107001,BERLÍN (PUEBLO NUEVO),ITG,12.70351833,True,ITG,12.70351833,MTB,98.39059028,EOH,98.72901597,MDE,107.2353163,Aeródromo
5107002,EL ROBLAL,ITG,15.58961171,True,ITG,15.58961171,MTB,94.29324002,EOH,101.9946255,MDE,109.7110088,Aeródromo
5107003,LAS AURAS,STR,19.07499389,True,STR,19.07499389,MTB,87.05967934,EOH,108.5539399,MDE,114.9039804,Aeródromo
5107004,TRAVESIAS,ITG,17.29352558,True,ITG,17.29352558,MTB,94.43062995,EOH,101.6053545,MDE,109.0453359,Aeródromo
5113000,BURITICÁ,FRO,26.39043431,True,FRO,26.39043431,URR,50.68361415,EOH,65.65515084,MDE,81.71901211,Aeródromo
5113001,EL NARANJO,FRO,27.26244089,True,FRO,27.26244089,URR,48.11653489,EOH,62.44984997,MDE,78.7525775,Aeródromo
5113002,GUARCO,FRO,22.62124924,True,FRO,22.62124924,URR,49.61556067,EOH,68.42979045,MDE,84.8534442,Aeródromo
5113003,TABACAL,FRO,27.26080641,True,FRO,27.26080641,URR,58.80417588,EOH,74.30365215,MDE,89.64241038,Aeródromo
5113004,LLANOS DE URARCO,FRO,32.90110589,True,FRO,32.90110589,URR,69.43582411,EOH,84.8207273,MDE,99.31737337,Aeródromo
5113005,LA ANGELINA,FRO,33.10713039,True,FRO,33.10713039,URR,52.09786979,EOH,59.90938756,MDE,75.35461777,Aeródromo
5113008,LA MARIELA,FRO,26.50748031,True,FRO,26.50748031,URR,51.4298108,EOH,66.27225265,MDE,82.25040386,Aeródromo
5120000,CÁCERES,STR,39.54059507,True,STR,39.54059507,MTB,45.00012414,MTR,147.9910804,MDE,157.4024104,Aeródromo
5120002,EL JARDÍN (TAMANÁ),CAQ,24.49033223,True,STR,61.26928145,CAQ,24.49033223,MTR,134.5248083,MDE,177.8127187,Regional
5120003,GUARUMO,CAQ,12.87595501,True,7GX,49.73206042,CAQ,12.87595501,MTR,127.515978,MDE,189.1967617,Regional
5120004,MANIZALES,MTB,15.4612763,True,STR,59.99219663,MTB,15.4612763,MTR,118.7371292,MDE,185.9578963,Regional
5120006,PUERTO BÉLGICA,CAQ,35.00395624,True,STR,51.61915732,CAQ,35.00395624,MTR,141.9626997,MDE,167.5543416,Regional
5120010,PIAMONTE,CAQ,20.60079483,True,7GX,57.19144885,CAQ,20.60079483,MTR,134.3908097,MDE,181.5481137,Regional
5120012,RÍO MAN,CAQ,2.836632436,True,7GX,39.89128433,CAQ,2.836632436,MTR,119.0993367,MDE,199.3369541,Regional
5120013,LAS PAMPAS,CAQ,29.23944263,True,STR,56.63100597,CAQ,29.23944263,MTR,137.4730838,MDE,173.2682309,Regional
5120014,NICARAGUA,MTB,27.28813617,True,STR,51.16743911,MTB,27.28813617,MTR,130.5362361,MDE,174.6385786,Regional
5120015,PUERTO SANTO,CAQ,18.55082641,True,7GX,55.16760867,CAQ,18.55082641,MTR,132.6878293,MDE,183.5920622,Regional
5125000,CAICEDO,URR,19.51719242,True,FRO,39.56953835,URR,19.51719242,EOH,48.00960165,MDE,67.43163401,Regional
5129000,CALDAS,EOH,15.12985524,True,7IC,35.49930041,URR,61.91279709,EOH,15.12985524,MDE,24.66759379,Internacional
5129001,EL CAÑO,EOH,13.7017384,True,7IC,37.39310483,URR,60.46137139,EOH,13.7017384,MDE,24.86486883,Internacional
5129002,LA RAYA,EOH,13.3967365,True,7IC,37.68735585,URR,60.40166512,EOH,13.3967365,MDE,24.72344021,Internacional
5129004,LA MIEL,EOH,13.5648022,True,7IC,36.6545863,URR,62.54200143,EOH,13.5648022,MDE,23.0780846,Internacional
5129005,LA CORRALITA,EOH,15.06979439,True,7IC,35.06155124,URR,63.3267032,EOH,15.06979439,MDE,23.4636578,Internacional
5129006,LA PRIMAVERA,EOH,17.72412966,True,7IC,32.90779948,URR,62.83318025,EOH,17.72412966,MDE,25.90548436,Internacional
5129007,EL RAIZAL,EOH,15.94902944,True,7IC,35.24699065,URR,60.93442981,EOH,15.94902944,MDE,26.00351345,Internacional
5129008,LA CLARA,EOH,19.45288819,True,7IC,30.57087502,URR,65.44581668,EOH,19.45288819,MDE,25.3305399,Internacional
5129009,LA QUIEBRA,EOH,18.92105202,True,7IC,32.27722396,URR,62.02719141,EOH,18.92105202,MDE,27.47144188,Internacional
5129010,LA SALADA PARTE BAJA,EOH,19.33845987,True,7IC,30.82051356,URR,64.88021522,EOH,19.33845987,MDE,25.67829755,Internacional
5129011,LA TOLVA,EOH,18.65590295,True,7IC,32.02595516,URR,63.07848988,EOH,18.65590295,MDE,26.47999896,Internacional
5129012,LA VALERIA,EOH,15.4924261,True,7IC,35.9155479,URR,60.37750792,EOH,15.4924261,MDE,26.10135827,Internacional
5129013,LA AGUACATALA,EOH,14.24771534,True,7IC,36.961393,URR,60.38773209,EOH,14.24771534,MDE,25.26749278,Internacional
5129015,LA CHUSCALA,EOH,16.22892651,True,7IC,34.63898361,URR,61.72324601,EOH,16.22892651,MDE,25.60716485,Internacional
5129016,SALINAS,EOH,19.85882534,True,7IC,32.02496233,URR,61.11590727,EOH,19.85882534,MDE,28.87380182,Internacional
5134000,CAMPAMENTO,7FX,28.36332939,True,7FX,28.36332939,OTU,64.37892441,EOH,90.40157193,MDE,91.69880505,Aeródromo
5134001,LA CHIQUITA,AFI,25.32155687,True,AFI,25.32155687,OTU,60.64633687,EOH,90.99015768,MDE,91.4525004,Aeródromo
5134002,LA SOLITA,AFI,31.17850899,True,AFI,31.17850899,OTU,62.21246126,EOH,99.40585851,MDE,100.7059758,Aeródromo
5134003,LLANADAS,AFI,29.52061879,True,AFI,29.52061879,OTU,61.53367045,EOH,97.56796106,MDE,98.65588597,Aeródromo
5138000,CAÑASGORDAS,FRO,13.28737192,True,FRO,13.28737192,URR,49.53326664,EOH,77.30291433,MDE,94.38025035,Aeródromo
5138001,BUENOS AIRES - PARTE ALTA,FRO,15.11790258,True,FRO,15.11790258,URR,46.66742484,EOH,72.86469697,MDE,90.01746337,Aeródromo
5138002,CESTILLAL,FRO,16.64465846,True,FRO,16.64465846,URR,58.93911256,EOH,88.31292974,MDE,105.0203014,Aeródromo
5138003,JUNTAS DE URAMITA,FRO,25.53985273,True,FRO,25.53985273,URR,67.1460133,EOH,91.8967926,MDE,107.6846432,Aeródromo
5138005,SAN PASCUAL,FRO,17.627858,True,FRO,17.627858,URR,58.64444707,EOH,86.00317266,MDE,102.5225279,Aeródromo
5138009,VILLA VICTORIA,FRO,26.18018527,True,FRO,26.18018527,URR,67.73880204,EOH,92.17026591,MDE,107.8892624,Aeródromo
5142000,CARACOLÍ,NAR,28.88853065,True,NAR,28.88853065,PBE,38.72680972,EOH,94.4374508,MDE,78.45693831,Regional
5145000,CARAMANTA,7IC,25.42094414,True,7IC,25.42094414,MQU,92.07198462,MZL,60.92456648,MDE,72.71952879,Aeródromo
5145001,ALEGRÍAS,7IC,25.2562518,True,7IC,25.2562518,MQU,88.29600994,MZL,59.51850031,MDE,71.69114925,Aeródromo
5145002,SUCRE,7IC,21.54840208,True,7IC,21.54840208,MQU,89.83005686,MZL,63.07985479,MDE,68.11707245,Aeródromo
5147000,CAREPA,LAO,5.915514255,True,LAO,5.915514255,ACD,107.1053388,APO,9.391025051,MDE,222.9771757,Nacional
5147003,PIEDRAS BLANCAS,LAO,12.62648173,True,LAO,12.62648173,ACD,114.9643259,APO,19.1124615,MDE,215.7793995,Nacional
5147004,ZUNGO EMBARCADERO - PUEBLO NUEVO,APO,4.665832433,True,LPL,10.44834953,ACD,93.18365412,APO,4.665832433,MDE,236.8697958,Nacional
5147005,ZUNGO EMBARCADERO - 11 DE NOVIEMBRE,APO,4.373892895,True,LPL,9.927906034,ACD,93.54193089,APO,4.373892895,MDE,236.5207733,Nacional
5147006,CASA VERDE,LAO,2.225956325,True,LAO,2.225956325,ACD,104.2010314,APO,7.320379825,MDE,225.9940767,Nacional
5147007,EL ENCANTO,APO,7.010259509,True,IGO,8.554876006,ACD,103.714892,APO,7.010259509,MDE,226.3819631,Nacional
5147008,ZUNGO EMBARCADERO - 28 DE OCTUBRE,APO,5.200156439,True,LPL,10.89358003,ACD,92.64027135,APO,5.200156439,MDE,237.4117758,Nacional
5147009,BELENCITO,LPL,15.5352489,True,LPL,15.5352489,ACD,114.3973214,APO,22.96543557,MDE,217.8719966,Nacional
