id_centro_poblado,nombre_centro_poblado,municipio,departamento
17388008,SAN JOSÉ,LA MERCED,CALDAS
17388009,EL TAMBOR,LA MERCED,CALDAS
17433000,MANZANARES,MANZANARES,CALDAS
17433001,AGUABONITA,MANZANARES,CALDAS
17433003,LA CEIBA,MANZANARES,CALDAS
17433004,LAS MARGARITAS,MANZANARES,CALDAS
17433005,LOS PLANES,MANZANARES,CALDAS
17442000,MARMATO,MARMATO,CALDAS
17442001,CABRAS,MARMATO,CALDAS
17442002,EL LLANO,MARMATO,CALDAS
17442003,SAN JUAN,MARMATO,CALDAS
17442004,LA MIEL,MARMATO,CALDAS
17442005,LA CUCHILLA,MARMATO,CALDAS
17442008,JIMENEZ ALTO,MARMATO,CALDAS
17442009,JIMENEZ BAJO,MARMATO,CALDAS
17442012,LOAIZA,MARMATO,CALDAS
17442013,EL GUAYABITO,MARMATO,CALDAS
17442014,LA PORTADA,MARMATO,CALDAS
17442015,LA QUEBRADA,MARMATO,CALDAS
17444000,MARQUETALIA,MARQUETALIA,CALDAS
17444001,SANTA ELENA,MARQUETALIA,CALDAS
17446000,MARULANDA,MARULANDA,CALDAS
17446001,MONTEBONITO,MARULANDA,CALDAS
17486000,NEIRA,NEIRA,CALDAS
17486004,PUEBLO RICO,NEIRA,CALDAS
17486005,TAPIAS,NEIRA,CALDAS
17486009,BARRIO MEDELLÍN,NEIRA,CALDAS
17486010,LA ISLA,NEIRA,CALDAS
17486011,AGROVILLA,NEIRA,CALDAS
17486012,SAN JOSÉ,NEIRA,CALDAS
17486013,JUNTAS,NEIRA,CALDAS
17495000,NORCASIA,NORCASIA,CALDAS
17495002,LA QUIEBRA,NORCASIA,CALDAS
17495003,MONTEBELLO,NORCASIA,CALDAS
17495004,MOSCOVITA,NORCASIA,CALDAS
17513000,PÁCORA,PÁCORA,CALDAS
17513001,CASTILLA,PÁCORA,CALDAS
17513002,LAS COLES,PÁCORA,CALDAS
17513003,SAN BARTOLOMÉ,PÁCORA,CALDAS
17513008,LOMA HERMOSA,PÁCORA,CALDAS
17513011,PALMA ALTA,PÁCORA,CALDAS
17513012,BUENOS AIRES,PÁCORA,CALDAS
17513013,EL MORRO,PÁCORA,CALDAS
17513016,LOS CÁMBULOS,PÁCORA,CALDAS
17524000,PALESTINA,PALESTINA,CALDAS
17524001,ARAUCA,PALESTINA,CALDAS
17524002,EL JARDÍN (REPOSO),PALESTINA,CALDAS
17524003,LA PLATA,PALESTINA,CALDAS
17524005,CARTAGENA,PALESTINA,CALDAS
17524009,LA BASTILLA,PALESTINA,CALDAS
17541000,PENSILVANIA,PENSILVANIA,CALDAS
17541001,ARBOLEDA,PENSILVANIA,CALDAS
17541002,BOLIVIA,PENSILVANIA,CALDAS
17541004,EL HIGUERÓN,PENSILVANIA,CALDAS
17541006,LA LINDA,PENSILVANIA,CALDAS
17541008,LA RIOJA,PENSILVANIA,CALDAS
17541009,PUEBLONUEVO,PENSILVANIA,CALDAS
17541011,SAN DANIEL,PENSILVANIA,CALDAS
17541015,LA SOLEDAD ALTA,PENSILVANIA,CALDAS
17541016,AGUABONITA,PENSILVANIA,CALDAS
17614000,RIOSUCIO,RIOSUCIO,CALDAS
17614001,BONAFONT,RIOSUCIO,CALDAS
17614003,EL SALADO,RIOSUCIO,CALDAS
17614004,FLORENCIA,RIOSUCIO,CALDAS
17614005,QUIEBRALOMO,RIOSUCIO,CALDAS
17614006,SAN LORENZO,RIOSUCIO,CALDAS
17614008,IBERIA,RIOSUCIO,CALDAS
17614010,SIPIRRA,RIOSUCIO,CALDAS
17614014,SAN JERÓNIMO,RIOSUCIO,CALDAS
17614017,PUEBLO VIEJO,RIOSUCIO,CALDAS
17614021,LAS ESTANCIAS,RIOSUCIO,CALDAS
17614022,LA PLAYA - IMURRA,RIOSUCIO,CALDAS
17614023,TUMBABARRETO,RIOSUCIO,CALDAS
17614024,AGUAS CLARAS,RIOSUCIO,CALDAS
17616000,RISARALDA,RISARALDA,CALDAS
17616004,QUIEBRA SANTA BÁRBARA,RISARALDA,CALDAS
17616008,QUIEBRA VARILLAS,RISARALDA,CALDAS
17616011,CALLE LARGA,RISARALDA,CALDAS
17653000,SALAMINA,SALAMINA,CALDAS
17653004,VEREDA LA UNION,SALAMINA,CALDAS
17653007,SAN FÉLIX,SALAMINA,CALDAS
17653023,LA LOMA,SALAMINA,CALDAS
17662000,SAMANÁ,SAMANÁ,CALDAS
17662001,BERLÍN,SAMANÁ,CALDAS
17662003,FLORENCIA,SAMANÁ,CALDAS
17662004,ENCIMADAS,SAMANÁ,CALDAS
17662005,LOS POMOS,SAMANÁ,CALDAS
17662007,SAN DIEGO,SAMANÁ,CALDAS
17662008,RANCHOLARGO,SAMANÁ,CALDAS
17662017,PUEBLO NUEVO,SAMANÁ,CALDAS
17662018,DULCE NOMBRE,SAMANÁ,CALDAS
17665000,SAN JOSÉ,SAN JOSÉ,CALDAS
17665002,PRIMAVERA ALTA,SAN JOSÉ,CALDAS
17665004,CONDOMINIOS VALLES DE ACAPULCO Y LOS SEIS Y PUNTO,SAN JOSÉ,CALDAS
17777000,SUPÍA,SUPÍA,CALDAS
17777003,LA QUINTA,SUPÍA,CALDAS
17777005,HOJAS ANCHAS,SUPÍA,CALDAS
17777008,GUAMAL,SUPÍA,CALDAS
17777010,PUERTO NUEVO,SUPÍA,CALDAS
17777011,PALMA SOLA,SUPÍA,CALDAS
17867000,VICTORIA,VICTORIA,CALDAS
17867001,CAÑAVERAL,VICTORIA,CALDAS
17867003,ISAZA,VICTORIA,CALDAS
17867004,LA PRADERA,VICTORIA,CALDAS
17867005,EL LLANO,VICTORIA,CALDAS
17867007,LA FE,VICTORIA,CALDAS
17867008,SAN MATEO,VICTORIA,CALDAS
17867009,VILLA ESPERANZA,VICTORIA,CALDAS
17873000,VILLAMARÍA,VILLAMARÍA,CALDAS
17873001,ALTO DE LA CRUZ - LOS CUERVOS,VILLAMARÍA,CALDAS
17873003,LLANITOS,VILLAMARÍA,CALDAS
17873004,RIOCLARO,VILLAMARÍA,CALDAS
17873006,SAN JULIÁN,VILLAMARÍA,CALDAS
17873007,MIRAFLORES,VILLAMARÍA,CALDAS
17873008,ALTO VILLARAZO,VILLAMARÍA,CALDAS
17873010,GALLINAZO,VILLAMARÍA,CALDAS
17873011,LA NUEVA PRIMAVERA,VILLAMARÍA,CALDAS
17873013,BELLAVISTA,VILLAMARÍA,CALDAS
17873014,LA FLORESTA,VILLAMARÍA,CALDAS
17873016,COROZAL,VILLAMARÍA,CALDAS
17873017,PARTIDAS,VILLAMARÍA,CALDAS
17873018,GRANJA AGRÍCOLA LA PAZ,VILLAMARÍA,CALDAS
17873019,NUEVO RÍO CLARO,VILLAMARÍA,CALDAS
17877000,VITERBO,VITERBO,CALDAS
18001000,FLORENCIA,FLORENCIA,CAQUETÁ
18001004,SAN ANTONIO DE ATENAS,FLORENCIA,CAQUETÁ
18001005,SANTANA LAS HERMOSAS,FLORENCIA,CAQUETÁ
18001006,LA ESPERANZA,FLORENCIA,CAQUETÁ
18001007,NORCACIA,FLORENCIA,CAQUETÁ
18001008,VENECIA,FLORENCIA,CAQUETÁ
18001009,EL PARA,FLORENCIA,CAQUETÁ
18001011,CARAÑO,FLORENCIA,CAQUETÁ
18001018,CAPITOLIO,FLORENCIA,CAQUETÁ
18001024,PUERTO ARANGO,FLORENCIA,CAQUETÁ
18001025,SEBASTOPOL,FLORENCIA,CAQUETÁ
18029000,ALBANIA,ALBANIA,CAQUETÁ
18029003,DORADO,ALBANIA,CAQUETÁ
18029004,VERSALLES,ALBANIA,CAQUETÁ
18029005,EL PARAÍSO,ALBANIA,CAQUETÁ
18094000,BELÉN DE LOS ANDAQUÍES,BELÉN DE LOS ANDAQUÍES,CAQUETÁ
18094001,EL PORTAL LA MONO,BELÉN DE LOS ANDAQUÍES,CAQUETÁ
18094003,PUERTO TORRES,BELÉN DE LOS ANDAQUÍES,CAQUETÁ
18094005,PUEBLO NUEVO LOS ÁNGELES,BELÉN DE LOS ANDAQUÍES,CAQUETÁ
18094008,ALETONES,BELÉN DE LOS ANDAQUÍES,CAQUETÁ
18094009,SAN ANTONIO DE PADUA,BELÉN DE LOS ANDAQUÍES,CAQUETÁ
18150000,CARTAGENA DEL CHAIRÁ,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150001,REMOLINO DEL CAGUÁN,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150002,SANTA FE DEL CAGUÁN,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150003,MONSERRATE,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150004,PEÑAS COLORADAS,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150005,EL GUAMO,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150006,PUERTO CAMELIA,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150007,SANTO DOMINGO,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150008,LOS CRISTALES,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150009,RISARALDA,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150011,CUMARALES,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150012,EL CAFÉ,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150013,NÁPOLES (PUERTO NÁPOLES),CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150014,PEÑAS BLANCAS,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18150015,LAS ÁNIMAS,CARTAGENA DEL CHAIRÁ,CAQUETÁ
18205000,CURILLO,CURILLO,CAQUETÁ
18205001,SALAMINA,CURILLO,CAQUETÁ
18205002,NOVIA PUERTO VALDIVIA,CURILLO,CAQUETÁ
18205003,PALIZADAS,CURILLO,CAQUETÁ
18247000,EL DONCELLO,EL DONCELLO,CAQUETÁ
18247001,MAGUARE,EL DONCELLO,CAQUETÁ
18247002,PUERTO MANRIQUE,EL DONCELLO,CAQUETÁ
18247004,PUERTO HUNGRÍA,EL DONCELLO,CAQUETÁ
18247005,RIONEGRO,EL DONCELLO,CAQUETÁ
18256000,EL PAUJÍL,EL PAUJÍL,CAQUETÁ
18256001,VERSALLES,EL PAUJÍL,CAQUETÁ
18256002,BOLIVIA,EL PAUJÍL,CAQUETÁ
18410000,LA MONTAÑITA,LA MONTAÑITA,CAQUETÁ
18410001,SANTUARIO,LA MONTAÑITA,CAQUETÁ
18410002,LA UNIÓN PENEYA,LA MONTAÑITA,CAQUETÁ
18410005,EL TRIUNFO,LA MONTAÑITA,CAQUETÁ
18410006,MATEGUADUA,LA MONTAÑITA,CAQUETÁ
18410007,SAN ISIDRO,LA MONTAÑITA,CAQUETÁ
18410008,MIRAMAR,LA MONTAÑITA,CAQUETÁ
18410009,PUERTO BRASILIA,LA MONTAÑITA,CAQUETÁ
18410010,PUERTO GAITÁN,LA MONTAÑITA,CAQUETÁ
18410012,REINA BAJA,LA MONTAÑITA,CAQUETÁ
18410013,PALMERAS,LA MONTAÑITA,CAQUETÁ
18410014,EL BERLIN,LA MONTAÑITA,CAQUETÁ
18460000,MILÁN,MILÁN,CAQUETÁ
18460001,SAN ANTONIO DE GETUCHA,MILÁN,CAQUETÁ
18460003,MATICURU - GRANARIO,MILÁN,CAQUETÁ
18460004,LA RASTRA,MILÁN,CAQUETÁ
18460005,REMOLINOS DE ARICUNTÍ,MILÁN,CAQUETÁ
18460008,AGUA BLANCA,MILÁN,CAQUETÁ
18460010,AGUA NEGRA,MILÁN,CAQUETÁ
18479000,MORELIA,MORELIA,CAQUETÁ
18592000,PUERTO RICO,PUERTO RICO,CAQUETÁ
18592003,LUSITANIA,PUERTO RICO,CAQUETÁ
18592004,SANTANA RAMOS,PUERTO RICO,CAQUETÁ
18592005,LA ESMERALDA,PUERTO RICO,CAQUETÁ
18592006,LA AGUILILLA,PUERTO RICO,CAQUETÁ
18610000,SAN JOSÉ DEL FRAGUA,SAN JOSÉ DEL FRAGUA,CAQUETÁ
18610001,FRAGUITA,SAN JOSÉ DEL FRAGUA,CAQUETÁ
18610002,YURAYACO,SAN JOSÉ DEL FRAGUA,CAQUETÁ
18610003,SABALETA,SAN JOSÉ DEL FRAGUA,CAQUETÁ
18753000,SAN VICENTE DEL CAGUÁN,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753002,GUACAMAYAS,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753003,BALSILLAS,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753004,CAMPO HERMOSO,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753007,TRES ESQUINAS,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753009,PUERTO BETANIA,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753010,GIBRALTAR,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753012,SANTA ROSA,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753013,TRONCALES,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753015,GUAYABAL,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753029,LA CAMPANA,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753031,LOS ANDES,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753032,PUERTO AMOR,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18753033,VILLA LOBOS,SAN VICENTE DEL CAGUÁN,CAQUETÁ
18756000,SOLANO,SOLANO,CAQUETÁ
18756001,ARARACUARA,SOLANO,CAQUETÁ
18756004,EL DANUBIO - CAMPO ALEGRE,SOLANO,CAQUETÁ
18756005,PEÑAS BLANCAS,SOLANO,CAQUETÁ
18756006,CUEMANI,SOLANO,CAQUETÁ
18756007,MONONGUETE,SOLANO,CAQUETÁ
18756008,PUERTO TEJADA,SOLANO,CAQUETÁ
18756011,PUERTO LAS MERCEDES,SOLANO,CAQUETÁ
18785000,SOLITA,SOLITA,CAQUETÁ
18785001,KILÓMETRO 28 (LA ARGELIA),SOLITA,CAQUETÁ
18785002,KILÓMETRO 30 (CAMPO LEJANO),SOLITA,CAQUETÁ
18785005,UNIÓN SINCELEJO,SOLITA,CAQUETÁ
18860000,VALPARAÍSO,VALPARAÍSO,CAQUETÁ
18860001,SANTIAGO DE LA SELVA,VALPARAÍSO,CAQUETÁ
18860002,KILÓMETRO 18,VALPARAÍSO,CAQUETÁ
18860005,PLAYA RICA,VALPARAÍSO,CAQUETÁ
19001000,POPAYÁN,POPAYÁN,CAUCA
19001001,CAJETE,POPAYÁN,CAUCA
19001002,CALIBÍO,POPAYÁN,CAUCA
19001007,JULUMITO,POPAYÁN,CAUCA
19001008,LA REJOYA,POPAYÁN,CAUCA
19001013,PUEBLILLO,POPAYÁN,CAUCA
19001014,PUELENJE,POPAYÁN,CAUCA
19001019,SANTA ROSA,POPAYÁN,CAUCA
19001025,POBLAZÓN,POPAYÁN,CAUCA
19001026,SAMUEL SILVERIO,POPAYÁN,CAUCA
19001027,CRUCERO DE PUELENJE,POPAYÁN,CAUCA
19001028,EL SALVADOR,POPAYÁN,CAUCA
19001029,EL TÚNEL,POPAYÁN,CAUCA
19001030,JULUMITO ALTO,POPAYÁN,CAUCA
19001031,LA CABUYERA,POPAYÁN,CAUCA
19001032,LA PLAYA,POPAYÁN,CAUCA
19001033,LAME,POPAYÁN,CAUCA
19001034,RÍO BLANCO,POPAYÁN,CAUCA
19001035,VEREDA DE TORRES,POPAYÁN,CAUCA
19001037,LA ESPERANZA (JARDINES DE PAZ),POPAYÁN,CAUCA
19001038,LA FORTALEZA,POPAYÁN,CAUCA
19001039,PARCELACIÓN ATARDECERES DE LA PRADERA,POPAYÁN,CAUCA
19001040,LOS LLANOS,POPAYÁN,CAUCA
19022000,ALMAGUER,ALMAGUER,CAUCA
19022001,CAQUIONA,ALMAGUER,CAUCA
19022003,TABLÓN,ALMAGUER,CAUCA
19022004,LLACUANAS,ALMAGUER,CAUCA
19022013,SAN JORGE HERRADURA,ALMAGUER,CAUCA
19022014,LA HONDA,ALMAGUER,CAUCA
19050000,ARGELIA,ARGELIA,CAUCA
19050001,EL MANGO,ARGELIA,CAUCA
19050002,LA BELLEZA,ARGELIA,CAUCA
19050005,EL DIVISO,ARGELIA,CAUCA
19050006,EL PLATEADO,ARGELIA,CAUCA
19050007,SINAÍ,ARGELIA,CAUCA
19050016,PUERTO RICO,ARGELIA,CAUCA
19050017,SAN JUAN GUADUA,ARGELIA,CAUCA
19075000,BALBOA,BALBOA,CAUCA
19075001,LA PLANADA,BALBOA,CAUCA
19075002,OLAYA,BALBOA,CAUCA
19075003,SAN ALFONSO,BALBOA,CAUCA
19075005,LA BERMEJA,BALBOA,CAUCA
19075006,PURETO,BALBOA,CAUCA
19075008,LA LOMITA,BALBOA,CAUCA
19075009,EL VIJAL,BALBOA,CAUCA
19075011,PARAÍSO,BALBOA,CAUCA
19100000,BOLÍVAR,BOLÍVAR,CAUCA
19100001,CAPELLANÍAS,BOLÍVAR,CAUCA
19100005,EL CARMEN,BOLÍVAR,CAUCA
19100006,EL RODEO,BOLÍVAR,CAUCA
19100007,GUACHICONO,BOLÍVAR,CAUCA
19100013,LERMA,BOLÍVAR,CAUCA
19100015,LOS MILAGROS,BOLÍVAR,CAUCA
19100018,MELCHOR,BOLÍVAR,CAUCA
19100020,SAN JUAN,BOLÍVAR,CAUCA
19100021,SAN LORENZO,BOLÍVAR,CAUCA
19100041,LA CARBONERA,BOLÍVAR,CAUCA
19100042,EL MORRO,BOLÍVAR,CAUCA
19110000,BUENOS AIRES,BUENOS AIRES,CAUCA
19110006,EL PORVENIR,BUENOS AIRES,CAUCA
19110007,HONDURAS,BUENOS AIRES,CAUCA
19110008,LA BALSA,BUENOS AIRES,CAUCA
19110012,TIMBA,BUENOS AIRES,CAUCA
19110013,EL CERAL,BUENOS AIRES,CAUCA
19110016,SAN FRANCISCO,BUENOS AIRES,CAUCA
19110025,PALOBLANCO,BUENOS AIRES,CAUCA
19110029,LA ESPERANZA,BUENOS AIRES,CAUCA
19110030,MUNCHIQUE,BUENOS AIRES,CAUCA
19130000,CAJIBÍO,CAJIBÍO,CAUCA
19130004,EL CARMELO,CAJIBÍO,CAUCA
19130005,EL ROSARIO,CAJIBÍO,CAUCA
19130006,LA CAPILLA,CAJIBÍO,CAUCA
19130007,LA PEDREGOSA,CAJIBÍO,CAUCA
19130008,LA VENTA,CAJIBÍO,CAUCA
19130009,SANTA TERESA DE CASAS BAJAS,CAJIBÍO,CAUCA
19130010,ORTEGA,CAJIBÍO,CAUCA
19130017,EL CAIRO,CAJIBÍO,CAUCA
19130018,EL COFRE,CAJIBÍO,CAUCA
19130019,ISLA DEL PONTON,CAJIBÍO,CAUCA
19130020,LA LAGUNA DINDE,CAJIBÍO,CAUCA
19130021,RESGUARDO INDÍGENA DEL GUAYABAL CXAYUGE FXIW CXAB,CAJIBÍO,CAUCA
19130022,URBANIZACIÓN LAS MARGARITAS,CAJIBÍO,CAUCA
19137000,CALDONO,CALDONO,CAUCA
19137001,CERRO ALTO,CALDONO,CAUCA
19137002,EL PITAL,CALDONO,CAUCA
19137004,PESCADOR,CALDONO,CAUCA
19137007,PUEBLO NUEVO,CALDONO,CAUCA
19137008,SIBERIA,CALDONO,CAUCA
19137013,CRUCERO DE PESCADOR,CALDONO,CAUCA
19142000,CALOTO,CALOTO,CAUCA
19142004,EL PALO,CALOTO,CAUCA
19142007,HUASANÓ,CALOTO,CAUCA
19142011,QUINTERO,CALOTO,CAUCA
19142015,LA ARROBLEDA,CALOTO,CAUCA
19142030,CRUCERO DE GUALÍ,CALOTO,CAUCA
19142031,HUELLAS,CALOTO,CAUCA
19142032,ALTO EL PALO,CALOTO,CAUCA
19142034,BODEGA ARRIBA,CALOTO,CAUCA
19142038,EL NILO,CALOTO,CAUCA
19142039,EL GUÁSIMO,CALOTO,CAUCA
19142045,TOEZ,CALOTO,CAUCA
19142050,LÓPEZ ADENTRO,CALOTO,CAUCA
19142051,MORALES,CALOTO,CAUCA
19142056,PÍLAMO,CALOTO,CAUCA
19212000,CORINTO,CORINTO,CAUCA
19212001,EL JAGUAL,CORINTO,CAUCA
19212004,MEDIA NARANJA,CORINTO,CAUCA
19212005,RIONEGRO,CORINTO,CAUCA
19212008,SAN RAFAEL,CORINTO,CAUCA
19212009,EL BARRANCO,CORINTO,CAUCA
19212010,QUEBRADITAS,CORINTO,CAUCA
19256000,EL TAMBO,EL TAMBO,CAUCA
19256001,ALTO DEL REY,EL TAMBO,CAUCA
19256004,CUATRO ESQUINAS,EL TAMBO,CAUCA
19256005,CHAPA,EL TAMBO,CAUCA
19256007,EL PLACER,EL TAMBO,CAUCA
19256009,EL ZARZAL,EL TAMBO,CAUCA
19256012,HUISITÓ,EL TAMBO,CAUCA
19256013,LA ALIANZA,EL TAMBO,CAUCA
19256014,LA PAZ,EL TAMBO,CAUCA
19256015,LOS ANAYES,EL TAMBO,CAUCA
19256016,LOS ANDES,EL TAMBO,CAUCA
19256019,PANDIGUANDO,EL TAMBO,CAUCA
19256020,PIAGUA,EL TAMBO,CAUCA
19256022,QUILCACÉ,EL TAMBO,CAUCA
19256025,SAN JOAQUÍN,EL TAMBO,CAUCA
19256027,SEGUENGUE,EL TAMBO,CAUCA
19256028,URIBE,EL TAMBO,CAUCA
19256029,FONDAS,EL TAMBO,CAUCA
19256031,BUENA VISTA,EL TAMBO,CAUCA
19256032,LAS BOTAS,EL TAMBO,CAUCA
19256033,CABUYAL,EL TAMBO,CAUCA
19256034,EL CRUCERO DEL PUEBLO,EL TAMBO,CAUCA
19256036,PLAYA RICA,EL TAMBO,CAUCA
19256058,AIRES DE OCCIDENTE,EL TAMBO,CAUCA
19256059,EL CRUCERO DE PANDIGUANDO,EL TAMBO,CAUCA
19256060,EL RECUERDO,EL TAMBO,CAUCA
19256061,LA CHICUEÑA,EL TAMBO,CAUCA
19256062,PUENTE DEL RÍO TIMBIO,EL TAMBO,CAUCA
19290000,FLORENCIA,FLORENCIA,CAUCA
19290001,EL ROSARIO,FLORENCIA,CAUCA
19290002,MARSELLA,FLORENCIA,CAUCA
19300000,GUACHENÉ,GUACHENÉ,CAUCA
19300004,BARRAGAN,GUACHENÉ,CAUCA
19300005,CAMPOALEGRE,GUACHENÉ,CAUCA
19300006,CAPONERA 1,GUACHENÉ,CAUCA
19300007,CAPONERA SECTOR PALO BLANCO,GUACHENÉ,CAUCA
19300008,CIENAGA HONDA,GUACHENÉ,CAUCA
19300009,GUABAL,GUACHENÉ,CAUCA
19300010,GUABAL 1,GUACHENÉ,CAUCA
19300011,GUABAL 2,GUACHENÉ,CAUCA
19300012,LA CABAÑA,GUACHENÉ,CAUCA
19300013,LA CABAÑITA,GUACHENÉ,CAUCA
19300014,LA DOMINGA,GUACHENÉ,CAUCA
19300015,LLANO DE TAULA ALTO,GUACHENÉ,CAUCA
19300016,LLANO DE TAULA BAJO,GUACHENÉ,CAUCA
19300017,MINGO,GUACHENÉ,CAUCA
19300018,OBANDO,GUACHENÉ,CAUCA
19300019,OBANDO SECTOR LA ESPERANZA,GUACHENÉ,CAUCA
19300020,SABANETA,GUACHENÉ,CAUCA
19300021,SAN ANTONIO,GUACHENÉ,CAUCA
19300022,SAN JACINTO,GUACHENÉ,CAUCA
19300023,SAN JOSÉ,GUACHENÉ,CAUCA
19318000,GUAPI,GUAPI,CAUCA
19318002,BENJAMÍN HERRERA (SAN VICENTE),GUAPI,CAUCA
19318003,CALLELARGA,GUAPI,CAUCA
19318005,EL CARMELO,GUAPI,CAUCA
19318008,LIMONES,GUAPI,CAUCA
19318011,EL ROSARIO,GUAPI,CAUCA
19318012,SAN AGUSTÍN,GUAPI,CAUCA
19318013,SAN ANTONIO DE GUAJUÍ,GUAPI,CAUCA
19318015,URIBE URIBE (EL NARANJO),GUAPI,CAUCA
19318024,QUIROGA,GUAPI,CAUCA
19318025,CHUARE,GUAPI,CAUCA
19318026,SAN JOSE DE GUARE,GUAPI,CAUCA
19318027,BELÉN,GUAPI,CAUCA
19318028,CAIMITO,GUAPI,CAUCA
19318029,SANTA ANA,GUAPI,CAUCA
19355000,INZÁ,INZÁ,CAUCA
19355001,CALDERAS,INZÁ,CAUCA
19355002,PEDREGAL,INZÁ,CAUCA
19355003,PUERTO VALENCIA,INZÁ,CAUCA
19355004,SAN ANDRÉS,INZÁ,CAUCA
19355008,TUMBICHUCUE,INZÁ,CAUCA
19355009,TURMINÁ,INZÁ,CAUCA
19355016,LA MILAGROSA,INZÁ,CAUCA
19355017,YAQUIVÁ,INZÁ,CAUCA
19364000,JAMBALÓ,JAMBALÓ,CAUCA
19392000,LA SIERRA,LA SIERRA,CAUCA
19392001,LA DEPRESIÓN,LA SIERRA,CAUCA
19392005,LA CUCHILLA,LA SIERRA,CAUCA
19392006,LA CUCHILLA ALTA,LA SIERRA,CAUCA
19397000,LA VEGA,LA VEGA,CAUCA
19397001,ALTAMIRA,LA VEGA,CAUCA
19397002,ARBELA,LA VEGA,CAUCA
19397004,EL PALMAR,LA VEGA,CAUCA
19397005,GUACHICONO,LA VEGA,CAUCA
19397006,LOS UVOS,LA VEGA,CAUCA
19397007,PANCITARÁ,LA VEGA,CAUCA
19397009,SAN MIGUEL,LA VEGA,CAUCA
19397010,SANTA BÁRBARA,LA VEGA,CAUCA
19397011,SANTA JUANA,LA VEGA,CAUCA
19397012,ALBANIA,LA VEGA,CAUCA
19397018,BARBILLAS,LA VEGA,CAUCA
19397019,SANTA RITA,LA VEGA,CAUCA
19418000,LÓPEZ,LÓPEZ DE MICAY,CAUCA
19418009,NOANAMITO,LÓPEZ DE MICAY,CAUCA
19418010,PLAYA GRANDE,LÓPEZ DE MICAY,CAUCA
19418012,SAN ANTONIO DE CHUARE,LÓPEZ DE MICAY,CAUCA
19418018,TAPARAL,LÓPEZ DE MICAY,CAUCA
19418019,ZARAGOZA,LÓPEZ DE MICAY,CAUCA
19418024,BETANIA,LÓPEZ DE MICAY,CAUCA
19418032,SAN ANTONIO DE GURUMENDY,LÓPEZ DE MICAY,CAUCA
19418035,SANTA CRUZ DE SIGUI,LÓPEZ DE MICAY,CAUCA
19418036,CABECITAS,LÓPEZ DE MICAY,CAUCA
19418038,ISLA DE GALLO,LÓPEZ DE MICAY,CAUCA
19418039,JUAN COBO,LÓPEZ DE MICAY,CAUCA
19450000,MERCADERES,MERCADERES,CAUCA
19450002,ARBOLEDAS,MERCADERES,CAUCA
19450003,EL PILÓN,MERCADERES,CAUCA
19450004,ESMERALDAS,MERCADERES,CAUCA
19450006,SAN JOAQUÍN,MERCADERES,CAUCA
19450007,SAN JUANITO,MERCADERES,CAUCA
19450010,CURACAS,MERCADERES,CAUCA
19450012,LA DESPENSA,MERCADERES,CAUCA
19450014,SOMBRERILLOS,MERCADERES,CAUCA
19450015,EL BADO,MERCADERES,CAUCA
19450016,TABLONCITO,MERCADERES,CAUCA
19450019,MOJARRAS,MERCADERES,CAUCA
19450020,LOS LLANOS,MERCADERES,CAUCA
19450023,BUENOS AIRES,MERCADERES,CAUCA
19450024,EL CANGREJO,MERCADERES,CAUCA
19450025,EL COCAL,MERCADERES,CAUCA
19450026,ESPERANZAS DE MAYO,MERCADERES,CAUCA
19450027,PUEBLO NUEVO,MERCADERES,CAUCA
19455000,MIRANDA,MIRANDA,CAUCA
19455005,ORTIGAL,MIRANDA,CAUCA
19455007,SANTA ANA,MIRANDA,CAUCA
19455008,TIERRADURA,MIRANDA,CAUCA
19455009,TULIPAN,MIRANDA,CAUCA
19455010,GUATEMALA,MIRANDA,CAUCA
19455011,SAN ANDRÉS,MIRANDA,CAUCA
19455013,LA LINDOSA,MIRANDA,CAUCA
19473000,MORALES,MORALES,CAUCA
19473002,CARPINTERO,MORALES,CAUCA
