id,id_fecha,id_centro_poblado,id_aeropuerto,id_categoria,id_tipo_cobertura,distancia
4805,4702,19318008,674,I,R,188.651889
4806,4702,19318008,710,R,R,11.66420589
4807,4702,19318008,776,N,R,133.4920148
4808,4702,19318011,710,R,R,27.17592896
4809,4702,19318011,725,I,R,166.889536
4810,4702,19318011,779,N,R,119.7734912
4811,4702,19318012,674,I,R,176.8831249
4812,4702,19318012,710,R,R,33.5392782
4813,4702,19318012,776,N,R,110.2760423
4814,4702,19318013,674,I,R,180.9580873
4815,4702,19318013,710,R,R,23.03954731
4816,4702,19318013,776,N,R,120.7861813
4817,4702,19318015,710,R,R,24.42855906
4818,4702,19318015,725,I,R,172.0177984
4819,4702,19318015,779,N,R,123.429282
4820,4702,19318024,674,I,R,190.8452442
4821,4702,19318024,710,R,R,9.303224246
4822,4702,19318024,815,N,R,135.611348
4823,4702,19318025,710,R,R,28.69636444
4824,4702,19318025,725,I,R,181.628819
4825,4702,19318025,776,N,R,115.7208936
4826,4702,19318026,674,I,R,183.6521058
4827,4702,19318026,710,R,R,17.17069013
4828,4702,19318026,776,N,R,127.9520907
4829,4702,19318027,674,I,R,177.396134
4830,4702,19318027,710,R,R,34.1837651
4831,4702,19318027,776,N,R,109.7888967
4832,4702,19318028,710,R,R,20.06539295
4833,4702,19318028,725,I,R,178.5167152
4834,4702,19318028,776,N,R,126.753423
4835,4702,19318029,710,R,R,27.29237221
4836,4702,19318029,725,I,R,180.5727583
4837,4702,19318029,776,N,R,117.5114424
4838,4702,19355000,755,I,A,96.37399718
4839,4702,19355000,776,N,A,61.61070742
4840,4702,19355000,782,R,A,76.97304659
4841,4702,19355001,755,I,A,90.45453249
4842,4702,19355001,776,N,A,65.88425927
4843,4702,19355001,782,R,A,86.63961676
4844,4702,19355002,755,I,A,92.03412562
4845,4702,19355002,776,N,A,68.04757921
4846,4702,19355002,782,R,A,74.01163599
4847,4702,19355003,755,I,A,89.75344079
4848,4702,19355003,776,N,A,71.74137394
4849,4702,19355003,782,R,A,72.8245978
4850,4702,19355004,755,I,A,93.02157936
4851,4702,19355004,776,N,A,64.18891921
4852,4702,19355004,782,R,A,80.7480569
4853,4702,19355008,755,I,S,93.20647495
4854,4702,19355008,776,N,S,63.10652415
4855,4702,19355008,782,R,S,85.87627849
4856,4702,19355009,755,I,A,97.74361524
4857,4702,19355009,776,N,A,62.51112978
4858,4702,19355009,782,R,A,71.35460233
4859,4702,19355016,755,I,A,99.4142215
4860,4702,19355016,776,N,A,58.86419043
4861,4702,19355016,782,R,A,75.13825101
4862,4702,19355017,755,I,A,97.2752293
4863,4702,19355017,776,N,A,60.51492738
4864,4702,19355017,782,R,A,77.23575929
4865,4702,19364000,674,I,A,85.33513928
4866,4702,19364000,776,N,A,48.00466316
4867,4702,19364000,782,R,A,105.7271061
4868,4702,19392000,674,I,N,157.4525239
4869,4702,19392000,776,N,N,34.99071537
4870,4702,19392000,782,R,N,83.38001499
4871,4702,19392001,674,I,N,159.2042806
4872,4702,19392001,776,N,N,39.59495058
4873,4702,19392001,782,R,N,92.40030046
4874,4702,19392005,674,I,N,156.3869972
4875,4702,19392005,776,N,N,33.81553476
4876,4702,19392005,782,R,N,82.98129259
4877,4702,19392006,674,I,N,155.1809663
4878,4702,19392006,776,N,N,32.53317644
4879,4702,19392006,782,R,N,82.75309089
4880,4702,19397000,725,I,A,160.9274892
4881,4702,19397000,776,N,A,53.76686216
4882,4702,19397000,782,R,A,78.6893463
4883,4702,19397001,725,I,A,165.3104145
4884,4702,19397001,776,N,A,47.75804133
4885,4702,19397001,782,R,A,84.42513529
4886,4702,19397002,674,I,N,161.5124605
4887,4702,19397002,776,N,N,38.92318471
4888,4702,19397002,782,R,N,82.65878216
4889,4702,19397004,725,I,A,161.720966
4890,4702,19397004,776,N,A,51.06850635
4891,4702,19397004,782,R,A,89.46970239
4892,4702,19397005,725,I,A,170.865807
4893,4702,19397005,776,N,A,47.57766808
4894,4702,19397005,782,R,A,68.24315039
4895,4702,19397006,725,I,A,163.6610662
4896,4702,19397006,776,N,A,49.31013945
4897,4702,19397006,782,R,A,92.83125074
4898,4702,19397007,725,I,A,160.3850712
4899,4702,19397007,776,N,A,55.31108192
4900,4702,19397007,782,R,A,76.21672978
4901,4702,19397009,674,I,A,164.4889724
4902,4702,19397009,776,N,A,41.74227214
4903,4702,19397009,782,R,A,81.83197727
4904,4702,19397010,725,I,A,163.6717895
4905,4702,19397010,776,N,A,49.38873309
4906,4702,19397010,782,R,A,84.92894375
4907,4702,19397011,674,I,A,164.0552997
4908,4702,19397011,776,N,A,42.12363353
4909,4702,19397011,782,R,A,85.56399344
4910,4702,19397012,674,I,A,167.2548586
4911,4702,19397012,776,N,A,44.86352195
4912,4702,19397012,782,R,A,83.72869906
4913,4702,19397018,725,I,A,168.5310476
4914,4702,19397018,776,N,A,50.107086
4915,4702,19397018,782,R,A,68.30428304
4916,4702,19397019,725,I,A,162.5731214
4917,4702,19397019,776,N,A,50.24732515
4918,4702,19397019,782,R,A,88.06473184
4919,4702,19418000,674,I,A,123.4490743
4920,4702,19418000,710,R,A,78.5108412
4921,4702,19418000,776,N,A,83.20883225
4922,4702,19418009,662,N,A,102.4293805
4923,4702,19418009,674,I,A,138.3209765
4924,4702,19418009,710,R,A,69.24839022
4925,4702,19418010,674,I,A,117.1328263
4926,4702,19418010,710,R,A,83.63217667
4927,4702,19418010,776,N,A,85.84333068
4928,4702,19418012,674,I,A,122.3332683
4929,4702,19418012,710,R,A,78.86249236
4930,4702,19418012,776,N,A,85.69871012
4931,4702,19418018,674,I,A,126.7262301
4932,4702,19418018,710,R,A,73.4375913
4933,4702,19418018,776,N,A,98.33526203
4934,4702,19418019,662,N,A,104.1589553
4935,4702,19418019,674,I,A,129.7907396
4936,4702,19418019,710,R,A,71.17886119
4937,4702,19418024,662,N,S,82.50534408
4938,4702,19418024,674,I,S,123.5932447
4939,4702,19418024,710,R,S,89.31921972
4940,4702,19418032,674,I,A,125.8012511
4941,4702,19418032,710,R,A,76.81345366
4942,4702,19418032,776,N,A,82.26331417
4943,4702,19418035,674,I,A,117.9503068
4944,4702,19418035,710,R,A,85.42084772
4945,4702,19418035,776,N,A,76.45703355
4946,4702,19418036,674,I,A,117.2288835
4947,4702,19418036,710,R,A,85.31040332
4948,4702,19418036,776,N,A,78.59420187
4949,4702,19418038,674,I,A,123.9369334
4950,4702,19418038,710,R,A,76.33509531
4951,4702,19418038,776,N,A,92.4148873
4952,4702,19418039,662,N,A,104.2956517
4953,4702,19418039,674,I,A,139.9243152
4954,4702,19418039,710,R,A,67.38282679
4955,4702,19450000,725,I,A,116.1448465
4956,4702,19450000,779,N,A,44.41891146
4957,4702,19450000,836,R,A,108.2901322
4958,4702,19450002,725,I,N,107.0799591
4959,4702,19450002,779,N,N,35.43055136
4960,4702,19450002,836,R,N,104.1407766
4961,4702,19450003,710,R,A,108.2705195
4962,4702,19450003,725,I,A,132.5742312
4963,4702,19450003,779,N,A,61.9744511
4964,4702,19450004,725,I,A,120.1560681
4965,4702,19450004,779,N,A,47.19268156
4966,4702,19450004,836,R,A,98.78718217
4967,4702,19450006,725,I,A,121.0387386
4968,4702,19450006,779,N,A,48.24078664
4969,4702,19450006,836,R,A,102.974961
4970,4702,19450007,725,I,N,106.7749967
4971,4702,19450007,779,N,N,37.66852722
4972,4702,19450007,836,R,N,111.9230459
